	Chr	Start	End	Count	eccID	Length
79077	chr5	5316480	5317211	44	79078	732
79081	chr5	5333755	5335602	27	79082	1848
79088	chr5	5407423	5408027	16	79089	605
79103	chr5	5507936	5508934	31	79104	999
79106	chr5	5511438	5511897	14	79107	460
79113	chr5	5559490	5563838	15	79114	4349
79117	chr5	5573721	5574455	18	79118	735
79134	chr5	5761795	5765374	21	79135	3580
79139	chr5	5770473	5771983	14	79140	1511
79154	chr5	5891748	5894586	34	79155	2839
79173	chr5	6107331	6110220	40	79174	2890
79181	chr5	6194428	6195118	35	79182	691
79185	chr5	6243632	6244620	25	79186	989
79194	chr5	6304294	6304446	32	79195	153
79204	chr5	6366143	6367110	39	79205	968
79206	chr5	6369684	6371587	11	79207	1904
79210	chr5	6417418	6418358	60	79211	941
79213	chr5	6423186	6423717	56	79214	532
79215	chr5	6430450	6431249	29	79216	800
79223	chr5	6464642	6466906	22	79224	2265
79228	chr5	6480354	6482275	39	79229	1922
79230	chr5	6484023	6485246	14	79231	1224
79234	chr5	6518567	6519521	72	79235	955
79245	chr5	6573868	6576127	31	79246	2260
79250	chr5	6614364	6615291	61	79251	928
79259	chr5	6708517	6709783	19	79260	1267
79267	chr5	6752410	6754057	11	79268	1648
79269	chr5	6758861	6758973	85	79270	113
79270	chr5	6759024	6759909	108	79271	886
79272	chr5	6759419	6760907	125	79273	1489
79283	chr5	6787907	6789019	30	79284	1113
79288	chr5	6812689	6815149	28	79289	2461
79289	chr5	6813194	6815327	55	79290	2134
79292	chr5	6852371	6853833	21	79293	1463
79296	chr5	6857474	6858976	93	79297	1503
79306	chr5	6909383	6912504	12	79307	3122
79313	chr5	7021226	7021838	59	79314	613
79318	chr5	7088018	7088975	16	79319	958
79319	chr5	7162773	7163365	30	79320	593
79326	chr5	7343007	7343410	123	79327	404
79335	chr5	7434342	7434920	11	79336	579
79343	chr5	7623484	7625030	20	79344	1547
79358	chr5	7796519	7797266	23	79359	748
79360	chr5	7796521	7797266	11	79361	746
79362	chr5	7802839	7803247	10	79363	409
79375	chr5	7951171	7952567	29	79376	1397
79380	chr5	8220045	8220697	32	79381	653
79399	chr5	8761240	8762135	57	79400	896
79407	chr5	8843371	8844449	12	79408	1079
79422	chr5	8974225	8975186	51	79423	962
79454	chr5	9442835	9447364	32	79455	4530
79476	chr5	9786854	9791465	30	79477	4612
79487	chr5	9883659	9891773	33	79488	8115
79490	chr5	9903574	9904066	16	79491	493
79493	chr5	9964055	9964674	42	79494	620
79502	chr5	10082000	10083131	27	79503	1132
79511	chr5	10140659	10141072	90	79512	414
79514	chr5	10168056	10170582	27	79515	2527
79535	chr5	10268018	10268403	72	79536	386
79563	chr5	10427191	10430200	15	79564	3010
79570	chr5	10457225	10457826	52	79571	602
79577	chr5	10483732	10484522	18	79578	791
79581	chr5	10497676	10498079	43	79582	404
79582	chr5	10523878	10525031	18	79583	1154
79586	chr5	10530931	10531669	21	79587	739
79589	chr5	10537965	10539757	14	79590	1793
79591	chr5	10537973	10538326	18	79592	354
79597	chr5	10562472	10562894	13	79598	423
79614	chr5	10652636	10653158	22	79615	523
79618	chr5	10664038	10665952	10	79619	1915
79625	chr5	10675173	10676103	24	79626	931
79630	chr5	10680788	10681403	48	79631	616
79631	chr5	10699896	10700832	106	79632	937
79647	chr5	10839894	10840434	17	79648	541
79653	chr5	10854829	10856277	27	79654	1449
79655	chr5	10858914	10859711	27	79656	798
79661	chr5	10954813	10956726	53	79662	1914
79668	chr5	10989177	10991363	18	79669	2187
79678	chr5	11044870	11047976	33	79679	3107
79700	chr5	11311930	11312052	280	79701	123
79706	chr5	11444982	11445740	30	79707	759
79711	chr5	11504463	11504919	14	79712	457
79712	chr5	11559208	11564146	11	79713	4939
79741	chr5	12213395	12213595	19	79742	201
79764	chr5	13381968	13382572	22	79765	605
79774	chr5	13509558	13511917	12	79775	2360
79783	chr5	13703807	13704296	27	79784	490
79793	chr5	13889492	13889822	25	79794	331
79795	chr5	13921900	13925424	22	79796	3525
79813	chr5	14039934	14040934	41	79814	1001
79816	chr5	14065853	14068548	34	79817	2696
79821	chr5	14118754	14119381	78	79822	628
79822	chr5	14129162	14130461	19	79823	1300
79826	chr5	14185362	14185597	11	79827	236
79835	chr5	14256149	14257191	12	79836	1043
79847	chr5	14328751	14329387	24	79848	637
79849	chr5	14337791	14341315	103	79850	3525
79870	chr5	14491353	14491950	10	79871	598
79873	chr5	14503440	14504448	122	79874	1009
79874	chr5	14503830	14504526	58	79875	697
79875	chr5	14505005	14506074	57	79876	1070
79889	chr5	14701638	14701770	30	79890	133
79890	chr5	14709225	14711572	32	79891	2348
79891	chr5	14710261	14711526	33	79892	1266
79895	chr5	14724642	14725505	52	79896	864
79900	chr5	14740076	14743766	75	79901	3691
79913	chr5	14842619	14843116	19	79914	498
79923	chr5	14893478	14895124	10	79924	1647
79930	chr5	14911691	14914140	15	79931	2450
79933	chr5	14914346	14915920	15	79934	1575
79937	chr5	14960544	14960936	20	79938	393
79960	chr5	15516772	15521202	15	79961	4431
79982	chr5	15924361	15925156	14	79983	796
80002	chr5	16127668	16128441	24	80003	774
80007	chr5	16146746	16149927	11	80008	3182
80015	chr5	16279707	16280467	46	80016	761
80022	chr5	16426429	16427388	28	80023	960
80031	chr5	16499616	16500537	73	80032	922
80051	chr5	16631917	16632311	79	80052	395
80052	chr5	16648324	16648853	10	80053	530
80062	chr5	16694394	16694785	12	80063	392
80063	chr5	16701218	16701581	24	80064	364
80080	chr5	16827580	16828777	18	80081	1198
80083	chr5	16856896	16857842	20	80084	947
80089	chr5	16913073	16918801	24	80090	5729
80095	chr5	16932810	16933296	39	80096	487
80117	chr5	17024658	17025006	68	80118	349
80125	chr5	17106319	17108852	14	80126	2534
80134	chr5	17202415	17203084	18	80135	670
80149	chr5	17354140	17354447	9	80150	308
80160	chr5	17604419	17605324	52	80161	906
80183	chr5	18119245	18119588	155	80184	344
80190	chr5	18427453	18429050	30	80191	1598
80203	chr5	18794180	18794518	39	80204	339
80210	chr5	19030806	19031412	22	80211	607
80225	chr5	19573269	19573595	17	80226	327
80227	chr5	19756479	19757921	83	80228	1443
80241	chr5	20338412	20339150	13	80242	739
80245	chr5	20606576	20607727	9	80246	1152
80246	chr5	20648047	20649246	48	80247	1200
80267	chr5	21471386	21472095	17	80268	710
80273	chr5	21716114	21717682	12	80274	1569
80284	chr5	22038487	22039989	56	80285	1503
80307	chr5	23361610	23362217	19	80308	608
80338	chr5	24548107	24548438	50	80339	332
80341	chr5	24747500	24748749	50	80342	1250
80344	chr5	24803349	24804925	14	80345	1577
80358	chr5	25331050	25331300	31	80359	251
80366	chr5	25530243	25531091	113	80367	849
80386	chr5	26400920	26401677	39	80387	758
80390	chr5	26568632	26569210	55	80391	579
80391	chr5	26569573	26570006	15	80392	434
80400	chr5	26942004	26942829	19	80401	826
80406	chr5	27073444	27074182	43	80407	739
80414	chr5	27516816	27519651	24	80415	2836
80430	chr5	28123662	28124193	15	80431	532
80436	chr5	28448611	28449597	10	80437	987
80454	chr5	29403078	29404372	21	80455	1295
80471	chr5	30042740	30043154	81	80472	415
80485	chr5	30751816	30752371	119	80486	556
80490	chr5	30918368	30920058	17	80491	1691
80537	chr5	31680510	31680967	13	80538	458
80549	chr5	31808354	31809821	28	80550	1468
80565	chr5	31963135	31963986	54	80566	852
80573	chr5	31984329	31984866	38	80574	538
80575	chr5	31988952	31990342	25	80576	1391
80578	chr5	31995306	31996665	15	80579	1360
80603	chr5	32203410	32204103	57	80604	694
80604	chr5	32203424	32203749	15	80605	326
80606	chr5	32228918	32230071	27	80607	1154
80616	chr5	32291504	32292233	44	80617	730
80625	chr5	32390047	32390169	29	80626	123
80636	chr5	32494684	32495605	18	80637	922
80637	chr5	32511809	32512885	75	80638	1077
80638	chr5	32511955	32512662	38	80639	708
80659	chr5	32714073	32714424	28	80660	352
80661	chr5	32768447	32768940	14	80662	494
80663	chr5	32811110	32812574	33	80664	1465
80674	chr5	32942573	32944070	13	80675	1498
80695	chr5	33388855	33389633	19	80696	779
80703	chr5	33471611	33471963	47	80704	353
80709	chr5	33507027	33507717	18	80710	691
80711	chr5	33511698	33513354	29	80712	1657
80712	chr5	33511866	33513478	59	80713	1613
80737	chr5	34037230	34039702	14	80738	2473
80746	chr5	34448645	34450573	44	80747	1929
80757	chr5	34501952	34503771	34	80758	1820
80769	chr5	34564885	34565935	22	80770	1051
80772	chr5	34571402	34572503	19	80773	1102
80790	chr5	34699269	34700974	42	80791	1706
80794	chr5	34742520	34744955	30	80795	2436
80802	chr5	34829824	34830547	42	80803	724
80818	chr5	35032617	35036360	20	80819	3744
80822	chr5	35052582	35052775	34	80823	194
80831	chr5	35160315	35161007	12	80832	693
80894	chr5	36492230	36496397	16	80895	4168
80901	chr5	36529417	36530367	16	80902	951
80912	chr5	36708792	36710683	19	80913	1892
80926	chr5	36787516	36789755	13	80927	2240
80936	chr5	37043102	37043913	24	80937	812
80940	chr5	37088606	37089634	32	80941	1029
80946	chr5	37266050	37266771	86	80947	722
80964	chr5	37489373	37490253	22	80965	881
80965	chr5	37489386	37491087	32	80966	1702
80984	chr5	37837382	37838182	29	80985	801
80989	chr5	37851452	37852446	107	80990	995
80992	chr5	37861943	37862694	68	80993	752
80995	chr5	37906230	37908455	28	80996	2226
80996	chr5	37925241	37925630	22	80997	390
81014	chr5	38126223	38127331	28	81015	1109
81018	chr5	38167332	38169134	12	81019	1803
81026	chr5	38289968	38291129	33	81027	1162
81033	chr5	38369916	38370278	12	81034	363
81045	chr5	38465603	38468120	24	81046	2518
81047	chr5	38466457	38466770	228	81048	314
81058	chr5	38609981	38610818	54	81059	838
81059	chr5	38610005	38610621	28	81060	617
81063	chr5	38666664	38667408	25	81064	745
81066	chr5	38714222	38714765	32	81067	544
81068	chr5	38804114	38806181	24	81069	2068
81073	chr5	38834751	38837806	9	81074	3056
81099	chr5	39363505	39365336	21	81100	1832
81111	chr5	39506750	39513065	36	81112	6316
81123	chr5	39586249	39586925	150	81124	677
81134	chr5	39802780	39803102	12	81135	323
81137	chr5	39973601	39975114	11	81138	1514
81138	chr5	39979704	39985573	12	81139	5870
81160	chr5	40634682	40635111	26	81161	430
81161	chr5	40634687	40635404	19	81162	718
81167	chr5	40680565	40681451	34	81168	887
81185	chr5	40924627	40924873	11	81186	247
81195	chr5	41349365	41349915	13	81196	551
81197	chr5	41372423	41374986	16	81198	2564
81213	chr5	41967254	41968339	31	81214	1086
81230	chr5	42396711	42397313	35	81231	603
81276	chr5	43313370	43314358	30	81277	989
81280	chr5	43387913	43392770	45	81281	4858
81281	chr5	43402974	43403514	16	81282	541
81287	chr5	43560406	43561054	16	81288	649
81318	chr5	44189098	44189998	27	81319	901
81323	chr5	44337651	44337959	14	81324	309
81328	chr5	44452764	44456386	44	81329	3623
81338	chr5	44895002	44895834	19	81339	833
81350	chr5	45764650	45766776	57	81351	2127
81380	chr5	46193216	46194431	15	81381	1216
81453	chr5	52724674	52726198	16	81454	1525
81455	chr5	52822961	52823510	19	81456	550
81464	chr5	53232155	53232870	12	81465	716
81504	chr5	54802245	54802633	63	81505	389
81510	chr5	54903849	54905344	19	81511	1496
81528	chr5	55602688	55603170	9	81529	483
81540	chr5	55910438	55911448	14	81541	1011
81542	chr5	55910439	55911448	64	81543	1010
81560	chr5	56183744	56185234	24	81561	1491
81562	chr5	56240012	56245669	12	81563	5658
81598	chr5	57123567	57124484	25	81599	918
81606	chr5	57639793	57642888	13	81607	3096
81608	chr5	57679151	57684289	12	81609	5139
81643	chr5	58837168	58837494	36	81644	327
81666	chr5	59665624	59666317	17	81667	694
81707	chr5	61593402	61593824	11	81708	423
81715	chr5	61658726	61659419	11	81716	694
81717	chr5	61661476	61664124	15	81718	2649
81733	chr5	62001731	62011371	28	81734	9641
81735	chr5	62037682	62040414	14	81736	2733
81739	chr5	62161869	62162674	33	81740	806
81800	chr5	65802725	65803024	14	81801	300
81807	chr5	66144751	66145100	38	81808	350
81813	chr5	66283536	66284311	38	81814	776
81821	chr5	66425593	66426346	26	81822	754
81833	chr5	66823449	66823797	10	81834	349
81846	chr5	67154438	67157107	42	81847	2670
81847	chr5	67155298	67156141	36	81848	844
81861	chr5	67690300	67693117	13	81862	2818
81899	chr5	69149319	69151107	39	81900	1789
81917	chr5	71898612	71898946	11	81918	335
81927	chr5	72013373	72014138	49	81928	766
81933	chr5	72082741	72083530	28	81934	790
81948	chr5	72477558	72481062	42	81949	3505
81966	chr5	73094094	73099509	19	81967	5416
81975	chr5	73263433	73264391	58	81976	959
81977	chr5	73273291	73274033	20	81978	743
81988	chr5	73463194	73464037	21	81989	844
81991	chr5	73484665	73485040	11	81992	376
82006	chr5	73698492	73702104	15	82007	3613
82011	chr5	73785362	73787305	29	82012	1944
82012	chr5	73951656	73954909	12	82013	3254
82020	chr5	74083072	74087275	82	82021	4204
82026	chr5	74172280	74174055	18	82027	1776
82033	chr5	74241529	74241930	11	82034	402
82039	chr5	74360136	74362362	15	82040	2227
82041	chr5	74374234	74375145	48	82042	912
82077	chr5	76265118	76265429	11	82078	312
82080	chr5	76317676	76318275	14	82081	600
82092	chr5	76460291	76463031	12	82093	2741
82119	chr5	77095588	77097009	17	82120	1422
82132	chr5	77270604	77271378	38	82133	775
82134	chr5	77279645	77280299	54	82135	655
82142	chr5	77665201	77667260	21	82143	2060
82146	chr5	77820132	77822779	10	82147	2648
82158	chr5	78252279	78253493	52	82159	1215
82172	chr5	78779855	78780587	70	82173	733
82216	chr5	79829180	79830511	25	82217	1332
82217	chr5	79843075	79843855	35	82218	781
82228	chr5	80057909	80061359	12	82229	3451
82234	chr5	80102565	80102933	33	82235	369
82266	chr5	81174557	81176707	10	82267	2151
82272	chr5	81238294	81240605	14	82273	2312
82309	chr5	82605346	82606394	34	82310	1049
82318	chr5	82741311	82745385	21	82319	4075
82342	chr5	84172856	84175056	10	82343	2201
82353	chr5	85604930	85605866	61	82354	937
82387	chr5	89087402	89088165	9	82388	764
82413	chr5	90995774	90996655	21	82414	882
82423	chr5	91281162	91283468	10	82424	2307
82429	chr5	91311194	91312517	19	82430	1324
82430	chr5	91324960	91325781	12	82431	822
82432	chr5	91325266	91327216	9	82433	1951
82475	chr5	95069806	95071112	38	82476	1307
82483	chr5	95554780	95555464	48	82484	685
82507	chr5	96329761	96334749	12	82508	4989
82510	chr5	96446970	96448442	11	82511	1473
82540	chr5	96930849	96932340	24	82541	1492
82550	chr5	97316134	97316903	16	82551	770
82560	chr5	97854439	97855136	41	82561	698
82564	chr5	98576298	98576946	39	82565	649
82568	chr5	98767644	98768658	15	82569	1015
82606	chr5	99233965	99234364	9	82607	400
82609	chr5	100517790	100518435	13	82610	646
82631	chr5	102351512	102352540	18	82632	1029
82640	chr5	103119480	103120812	34	82641	1333
82654	chr5	104024630	104025662	14	82655	1033
82657	chr5	104095194	104095891	34	82658	698
82690	chr5	107836171	107838418	21	82691	2248
82701	chr5	109226090	109227059	18	82702	970
82705	chr5	109241410	109242149	17	82706	740
82718	chr5	109898665	109901481	22	82719	2817
82730	chr5	110872895	110873285	12	82731	391
82739	chr5	111288966	111290308	14	82740	1343
82749	chr5	112049677	112049972	12	82750	296
82778	chr5	112921127	112921553	24	82779	427
82783	chr5	112968350	112969478	20	82784	1129
82794	chr5	113118831	113119379	73	82795	549
82833	chr5	114162345	114163184	40	82834	840
82841	chr5	114670862	114671269	10	82842	408
82865	chr5	115745139	115745753	21	82866	615
82870	chr5	116417996	116420652	55	82871	2657
82874	chr5	116531528	116533328	15	82875	1801
82900	chr5	118482602	118484128	15	82901	1527
82904	chr5	118722650	118723984	22	82905	1335
82908	chr5	119286220	119286859	40	82909	640
82927	chr5	120211400	120212309	29	82928	910
82937	chr5	121317179	121317440	59	82938	262
82950	chr5	122691890	122694359	30	82951	2470
82962	chr5	123086638	123087210	46	82963	573
82973	chr5	123268071	123271286	16	82974	3216
82975	chr5	123277828	123279645	14	82976	1818
82991	chr5	124350572	124351179	19	82992	608
82996	chr5	124530269	124532552	14	82997	2284
82998	chr5	124571402	124575179	12	82999	3778
83018	chr5	124906293	124907330	32	83019	1038
83024	chr5	125152192	125153271	17	83025	1080
83028	chr5	125200364	125201100	102	83029	737
83042	chr5	126225076	126225805	28	83043	730
83048	chr5	126464493	126465792	43	83049	1300
83061	chr5	126774415	126774893	15	83062	479
83063	chr5	126868037	126869014	27	83064	978
83065	chr5	126868038	126869014	16	83066	977
83117	chr5	130993711	130994038	33	83118	328
83125	chr5	131442858	131443375	9	83126	518
83132	chr5	131984904	131987621	15	83133	2718
83133	chr5	131990293	131990812	30	83134	520
83134	chr5	131991043	131992311	73	83135	1269
83137	chr5	132009095	132009521	44	83138	427
83138	chr5	132009155	132009601	18	83139	447
83144	chr5	132050313	132050513	93	83145	201
83145	chr5	132051141	132051665	14	83146	525
83149	chr5	132056309	132056691	22	83150	383
83160	chr5	132220666	132221224	12	83161	559
83162	chr5	132225566	132225962	21	83163	397
83165	chr5	132233531	132234684	43	83166	1154
83166	chr5	132253241	132253812	28	83167	572
83168	chr5	132259525	132259882	10	83169	358
83170	chr5	132263301	132264024	40	83171	724
83171	chr5	132266561	132267112	63	83172	552
83177	chr5	132320231	132321222	12	83178	992
83202	chr5	132766267	132766800	146	83203	534
83205	chr5	132768360	132769782	12	83206	1423
83222	chr5	133113582	133114318	18	83223	737
83226	chr5	133126870	133128350	21	83227	1481
83229	chr5	133145523	133146009	14	83230	487
83245	chr5	133307412	133310938	61	83246	3527
83247	chr5	133317373	133317714	17	83248	342
83269	chr5	133390754	133391483	37	83270	730
83272	chr5	133426615	133427278	44	83273	664
83274	chr5	133439673	133440443	22	83275	771
83275	chr5	133443620	133444336	57	83276	717
83279	chr5	133458263	133459184	10	83280	922
83287	chr5	133509670	133511280	18	83288	1611
83291	chr5	133597070	133598445	78	83292	1376
83296	chr5	133646939	133650067	28	83297	3129
83302	chr5	133663832	133664662	12	83303	831
83312	chr5	133732786	133735113	42	83313	2328
83313	chr5	133733105	133735524	60	83314	2420
83317	chr5	133768957	133769642	32	83318	686
83319	chr5	133801119	133802747	31	83320	1629
83321	chr5	133801121	133802748	86	83322	1628
83323	chr5	133830794	133833067	19	83324	2274
83327	chr5	133843895	133845377	44	83328	1483
83330	chr5	133850633	133851163	28	83331	531
83337	chr5	133904998	133906025	214	83338	1028
83344	chr5	133943009	133945003	69	83345	1995
83345	chr5	133944281	133945021	27	83346	741
83358	chr5	134072991	134073574	18	83359	584
83361	chr5	134078917	134079515	13	83362	599
83365	chr5	134087033	134088017	52	83366	985
83374	chr5	134191958	134192901	20	83375	944
83387	chr5	134437175	134439386	104	83388	2212
83398	chr5	134534589	134535303	13	83399	715
83412	chr5	134562104	134562868	35	83413	765
83423	chr5	134930038	134930750	21	83424	713
83424	chr5	134930080	134933657	19	83425	3578
83429	chr5	135009896	135011171	46	83430	1276
83431	chr5	135018475	135019475	41	83432	1001
83432	chr5	135023407	135024928	17	83433	1522
83448	chr5	135068976	135069345	97	83449	370
83453	chr5	135091926	135092836	25	83454	911
83465	chr5	135178472	135180261	48	83466	1790
83468	chr5	135208283	135209997	21	83469	1715
83474	chr5	135243568	135244302	45	83475	735
83484	chr5	135322593	135323797	16	83485	1205
83485	chr5	135325006	135325371	13	83486	366
83492	chr5	135378129	135378431	71	83493	303
83506	chr5	135456051	135456795	19	83507	745
83507	chr5	135458527	135459782	22	83508	1256
83522	chr5	135551805	135552999	57	83523	1195
83528	chr5	135629587	135630552	14	83529	966
83530	chr5	135632264	135634762	38	83531	2499
83540	chr5	135750910	135751160	30	83541	251
83558	chr5	135800799	135801209	10	83559	411
83567	chr5	135843081	135845287	13	83568	2207
83571	chr5	135877659	135879445	33	83572	1787
83578	chr5	136006320	136008142	40	83579	1823
83587	chr5	136053062	136054392	51	83588	1331
83589	chr5	136055985	136057525	55	83590	1541
83592	chr5	136057489	136061611	162	83593	4123
83595	chr5	136058808	136060089	34	83596	1282
83596	chr5	136061251	136062153	21	83597	903
83599	chr5	136191450	136192468	35	83600	1019
83600	chr5	136195514	136197996	55	83601	2483
83630	chr5	137069922	137070765	46	83631	844
83647	chr5	137310224	137312208	9	83648	1985
83657	chr5	137490099	137490605	27	83658	507
83667	chr5	137612915	137613625	24	83668	711
83679	chr5	138178079	138178954	16	83680	876
83683	chr5	138182917	138183695	69	83684	779
83701	chr5	138456953	138460737	20	83702	3785
83726	chr5	138647291	138648047	19	83727	757
83727	chr5	138652201	138652914	13	83728	714
83729	chr5	138665370	138666095	23	83730	726
83730	chr5	138695827	138696413	27	83731	587
83736	chr5	138719989	138722457	11	83737	2469
83742	chr5	138928996	138929522	37	83743	527
83751	chr5	138974523	138975740	30	83752	1218
83754	chr5	139087929	139089013	10	83755	1085
83763	chr5	139268849	139269388	17	83764	540
83772	chr5	139395463	139396286	54	83773	824
83794	chr5	139502134	139509061	16	83795	6928
83808	chr5	139631612	139633391	20	83809	1780
83810	chr5	139632254	139633417	35	83811	1164
83823	chr5	139687673	139688037	29	83824	365
83838	chr5	139731770	139732181	28	83839	412
83849	chr5	139780692	139782771	10	83850	2080
83854	chr5	139793944	139794290	17	83855	347
83861	chr5	139842384	139842898	54	83862	515
83871	chr5	139911675	139913258	78	83872	1584
83872	chr5	139911790	139913291	58	83873	1502
83873	chr5	139912364	139913290	42	83874	927
83874	chr5	139912555	139913595	20	83875	1041
83877	chr5	139954704	139955845	9	83878	1142
83880	chr5	139957356	139958104	55	83881	749
83882	chr5	139957361	139958104	18	83883	744
83910	chr5	140374698	140375086	26	83911	389
83912	chr5	140528965	140533204	13	83913	4240
83913	chr5	140549949	140551071	43	83914	1123
83917	chr5	140557128	140558101	11	83918	974
83926	chr5	140632294	140632661	32	83927	368
83928	chr5	140690749	140692468	28	83929	1720
83930	chr5	140700233	140700827	17	83931	595
83935	chr5	140787234	140787624	22	83936	391
83938	chr5	140834035	140835682	27	83939	1648
83940	chr5	140862494	140862883	19	83941	390
83944	chr5	140968066	140968430	100	83945	365
83947	chr5	140968335	140969429	76	83948	1095
83951	chr5	141051669	141052402	28	83952	734
83964	chr5	141476937	141477928	49	83965	992
83966	chr5	141489275	141491195	26	83967	1921
83979	chr5	141722883	141724363	26	83980	1481
83983	chr5	141784453	141785195	45	83984	743
83990	chr5	141827830	141828527	64	83991	698
84020	chr5	142193663	142194079	30	84021	417
84025	chr5	142276609	142277310	85	84026	702
84028	chr5	142412767	142414069	13	84029	1303
84039	chr5	142600707	142601393	24	84040	687
84073	chr5	142955050	142956859	12	84074	1810
84079	chr5	143086257	143087632	14	84080	1376
84091	chr5	143214506	143215106	12	84092	601
84092	chr5	143217603	143219127	45	84093	1525
84108	chr5	143432320	143433118	30	84109	799
84116	chr5	143682246	143683562	45	84117	1317
84139	chr5	144737748	144738367	34	84140	620
84173	chr5	146066456	146067910	26	84174	1455
84186	chr5	146342985	146344722	12	84187	1738
84213	chr5	146940943	146943724	21	84214	2782
84257	chr5	149030266	149031609	22	84258	1344
84260	chr5	149064295	149064622	108	84261	328
84271	chr5	149209721	149214332	15	84272	4612
84279	chr5	149246428	149249614	22	84280	3187
84284	chr5	149267050	149268008	16	84285	959
84314	chr5	149432830	149433325	36	84315	496
84323	chr5	149474067	149474931	15	84324	865
84337	chr5	149635697	149636452	72	84338	756
84346	chr5	149784402	149785248	22	84347	847
84362	chr5	149842114	149844834	22	84363	2721
84368	chr5	149953958	149955701	18	84369	1744
84377	chr5	150052621	150054647	58	84378	2027
84391	chr5	150148791	150150419	18	84392	1629
84399	chr5	150168730	150169371	35	84400	642
84407	chr5	150249791	150250367	30	84408	577
84410	chr5	150260885	150261243	37	84411	359
84411	chr5	150269972	150271692	17	84412	1721
84416	chr5	150311294	150311878	37	84417	585
84427	chr5	150369381	150371873	14	84428	2493
84432	chr5	150401902	150404394	12	84433	2493
84433	chr5	150412636	150412974	92	84434	339
84435	chr5	150425140	150425744	19	84436	605
84436	chr5	150444476	150447276	32	84437	2801
84438	chr5	150444477	150447299	45	84439	2823
84446	chr5	150503965	150504416	112	84447	452
84451	chr5	150523918	150524533	57	84452	616
84453	chr5	150532402	150533045	21	84454	644
84455	chr5	150539889	150540419	34	84456	531
84456	chr5	150541284	150543188	32	84457	1905
84457	chr5	150543748	150544099	30	84458	352
84458	chr5	150546412	150548150	42	84459	1739
84461	chr5	150559356	150559926	62	84462	571
84462	chr5	150559673	150559864	56	84463	192
84463	chr5	150562455	150562822	14	84464	368
84475	chr5	150635447	150637531	33	84476	2085
84482	chr5	150820219	150820918	33	84483	700
84483	chr5	150872771	150875393	38	84484	2623
84487	chr5	151035008	151036776	13	84488	1769
84514	chr5	151184876	151185516	29	84515	641
84517	chr5	151220369	151220767	49	84518	399
84528	chr5	151303433	151303903	48	84529	471
84537	chr5	151497593	151498327	30	84538	735
84544	chr5	151613552	151614564	68	84545	1013
84547	chr5	151619049	151621363	11	84548	2315
84578	chr5	152310153	152310909	57	84579	757
84585	chr5	153236249	153236804	18	84586	556
84596	chr5	153523885	153524561	14	84597	677
84606	chr5	153781399	153783803	12	84607	2405
84634	chr5	154318796	154320817	11	84635	2022
84656	chr5	154604764	154606593	15	84657	1830
84658	chr5	154604767	154606594	29	84659	1828
84679	chr5	154769800	154771479	10	84680	1680
84680	chr5	154782349	154783204	16	84681	856
84685	chr5	154835685	154836811	10	84686	1127
84704	chr5	155273121	155274816	10	84705	1696
84715	chr5	155403090	155403629	67	84716	540
84727	chr5	156140931	156141402	34	84728	472
84733	chr5	156453334	156456807	15	84734	3474
84750	chr5	157293705	157295029	34	84751	1325
84755	chr5	157324624	157325853	40	84756	1230
84756	chr5	157326509	157326868	39	84757	360
84759	chr5	157370681	157371196	14	84760	516
84765	chr5	157418874	157419587	19	84766	714
84767	chr5	157471554	157473025	28	84768	1472
84769	chr5	157521056	157521820	16	84770	765
84783	chr5	157574528	157574919	31	84784	392
84787	chr5	157686156	157689121	9	84788	2966
84804	chr5	158321202	158323280	9	84805	2079
84840	chr5	159402302	159404434	48	84841	2133
84844	chr5	159433517	159438305	24	84845	4789
84862	chr5	159848725	159850334	16	84863	1610
84866	chr5	159879141	159879697	18	84867	557
84871	chr5	159950754	159951420	48	84872	667
84873	chr5	159965209	159965742	30	84874	534
84896	chr5	160349350	160349690	79	84897	341
84908	chr5	160504532	160505287	20	84909	756
84910	chr5	160504704	160505165	19	84911	462
84921	chr5	160644309	160644941	14	84922	633
84964	chr5	164074160	164077460	13	84965	3301
85022	chr5	168125816	168126332	84	85023	517
85029	chr5	168219521	168222063	25	85030	2543
85030	chr5	168220031	168222418	37	85031	2388
85032	chr5	168244401	168245094	23	85033	694
85034	chr5	168251804	168252573	12	85035	770
85037	chr5	168310629	168311694	20	85038	1066
85045	chr5	168348519	168353656	62	85046	5138
85059	chr5	168668455	168669446	124	85060	992
85073	chr5	168756175	168756510	27	85074	336
85074	chr5	168757290	168758140	16	85075	851
85079	chr5	168779268	168780085	118	85080	818
85086	chr5	168908309	168909179	50	85087	871
85087	chr5	168908516	168909918	46	85088	1403
85090	chr5	168923229	168926111	28	85091	2883
85094	chr5	168974820	168975193	19	85095	374
85107	chr5	169047299	169047998	13	85108	700
85108	chr5	169047463	169048212	30	85109	750
85122	chr5	169169060	169169439	21	85123	380
85145	chr5	169643455	169643789	121	85146	335
85160	chr5	169838203	169844255	23	85161	6053
85173	chr5	169939990	169942654	33	85174	2665
85174	chr5	169943553	169943954	11	85175	402
85181	chr5	170041195	170043045	12	85182	1851
85189	chr5	170095553	170096204	15	85190	652
85210	chr5	170341593	170343101	38	85211	1509
85219	chr5	170484999	170487214	11	85220	2216
85225	chr5	170497286	170498437	27	85226	1152
85248	chr5	170643009	170644160	21	85249	1152
85253	chr5	170755020	170756380	36	85254	1361
