PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/E0771/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
54.44	chr17	46340989	46351448	+	1496	NA	Intergenic	IAPEY3_LTR|LTR|ERVK	-18195	NM_001347396	224814	Mm.76543	NM_145140	ENSMUSG00000032842	Abcc10	Mrp7|mFLJ00002	ATP-binding cassette, sub-family C (CFTR/MRP), member 10	protein-coding
29.3-2	chr12	93340839	93345087	+	1495	NA	Intergenic	Intergenic	101860	NR_126436	75295	Mm.243878	NR_126436	ENSMUSG00000113164	4930559C10Rik	-	RIKEN cDNA 4930559C10 gene	ncRNA
22.48	chr4	15979451	15986656	+	1494	NA	intron (NM_013752, intron 11 of 15)	intron (NM_013752, intron 11 of 15)	25086	NM_013752	27354	Mm.20866	NM_013752	ENSMUSG00000028224	Nbn	Nbs1	nibrin	protein-coding
34.59	chr7	141893394	141896843	+	1493	NA	intron (NM_023764, intron 1 of 5)	intron (NM_023764, intron 1 of 5)	7343	NM_023764	54473	Mm.103551	NM_023764	ENSMUSG00000025139	Tollip	4930403G24Rik|4931428G15Rik	toll interacting protein	protein-coding
13.76	chr11	39934146	39936693	+	1492	NA	Intergenic	Intergenic	-545194	NR_126439	75315	Mm.461295	NR_126439		4930553C11Rik	-	RIKEN cDNA 4930553C11 gene	ncRNA
47.89	chr19	17520358	17523008	+	1491	NA	intron (NM_001190483, intron 21 of 37)	Lx8b|LINE|L1	127640	NM_019437	54391	Mm.7013	NM_019437	ENSMUSG00000024712	Rfk	0610038L10Rik|AF031381|KOI-4	riboflavin kinase	protein-coding
44.49	chr8	60649535	60654954	+	1490	NA	intron (NM_001293769, intron 1 of 1)	intron (NM_001293769, intron 1 of 1)	-2860	NM_001177881	71306	Mm.23242	NM_027756	ENSMUSG00000031647	Mfap3l	4933428A15Rik|5430405D20Rik|AI461995|AW125052|NYD-sp9|mKIAA0626	microfibrillar-associated protein 3-like	protein-coding
54.53	chr14	11832939	11835423	+	1489	NA	intron (NM_008981, intron 2 of 29)	C-rich|Low_complexity|Low_complexity	280628	NM_008981	19270	Mm.431266	NM_008981	ENSMUSG00000021745	Ptprg	5430405N12Rik|AW046354|AW549872|RPTPgamma	protein tyrosine phosphatase, receptor type, G	protein-coding
4.84	chr13	119260749	119261725	+	1488	NA	Intergenic	Intergenic	147774	NM_008710	18115	Mm.132584	NM_008710	ENSMUSG00000116207	Nnt	4930423F13Rik|AI323702|BB168308	nicotinamide nucleotide transhydrogenase	protein-coding
82.96	chr6	47189295	47192748	+	1487	NA	intron (NM_001004357, intron 20 of 23)	B3|SINE|B2	-53375	NM_025771	66797	Mm.440084	NM_025771	ENSMUSG00000039419	Cntnap2	5430425M22Rik|Caspr2|mKIAA0868	contactin associated protein-like 2	protein-coding
7.31	chr9	102025776	102028897	+	1486	NA	intron (NM_173447, intron 5 of 15)	B4|SINE|B4	277639	NR_106163	102466241		NR_106163	ENSMUSG00000098521	Mir7243	Gm27363|mmu-mir-7243	microRNA 7243	ncRNA
232.74	chr11	66945164	66951643	+	1485	NA	Intergenic	IAPEz-int|LTR|ERVK	-1317	NR_033539	100038666	Mm.387373	NR_033539	ENSMUSG00000072834	Gm12298	-	predicted gene 12298	ncRNA
113.08	chr3	80199530	80203685	+	1484	NA	Intergenic	L1Md_F2|LINE|L1	315677	NM_133187	68659	Mm.427274	NM_133187	ENSMUSG00000027955	Gask1b	1110032E23Rik|2210419I08Rik|AV011458|Ened|Fam198b|GaskbB	golgi associated kinase 1B	protein-coding
12.46	chr2	164483309	164486034	+	1483	NA	Intergenic	MIR|SINE|MIR	-1469	NM_001048227	52840	Mm.256927	NM_026797	ENSMUSG00000017734	Dbndd2	1110017A21Rik|2900022J10Rik|AU041050|AW048677|D2Bwg0891e|Nkip|R74724	dysbindin (dystrobrevin binding protein 1) domain containing 2	protein-coding
45.82	chr1	175197304	175207196	+	1482	NA	intron (NM_001357129, intron 3 of 15)	L1_Mus4|LINE|L1	-280431	NM_011825	23893	Mm.25760	NM_011825	ENSMUSG00000050069	Grem2	Gremlin2|Prdc	gremlin 2, DAN family BMP antagonist	protein-coding
106.33	chr17	45429334	45433716	+	1481	NA	intron (NM_152810, intron 1 of 15)	intron (NM_152810, intron 1 of 15)	2182	NM_152810	71702	Mm.28270	NM_152810	ENSMUSG00000023932	Cdc5l	1200002I02Rik|AA408004|PCDC5RP	cell division cycle 5-like (S. pombe)	protein-coding
43.1	chr6	37580282	37582139	+	1480	NA	Intergenic	Intergenic	51037	NM_145364	208665	Mm.262635	NM_145364	ENSMUSG00000038641	Akr1d1	-	aldo-keto reductase family 1, member D1	protein-coding
39.11	chr12	51572260	51574358	+	1478	NA	Intergenic	Intergenic	-20032	NM_007728	12810	Mm.21325	NM_007728	ENSMUSG00000020953	Coch	AW122937|Coch-5B2|D12H14S564E	cochlin	protein-coding
32.56	chr13	53067780	53070654	+	1477	NA	Intergenic	Intergenic	-88178	NM_017373	18030	Mm.136604	NM_017373	ENSMUSG00000056749	Nfil3	AV225605|E4BP4	nuclear factor, interleukin 3, regulated	protein-coding
14.93	chr4	57278616	57279654	+	1476	NA	intron (NM_011207, intron 1 of 25)	intron (NM_011207, intron 1 of 25)	22702	NM_011207	545622	Mm.246552	NM_011207	ENSMUSG00000038764	Ptpn3	9530011I20Rik|PTP-H1|PTPCL	protein tyrosine phosphatase, non-receptor type 3	protein-coding
286.94	chr11	107063255	107065866	+	1475	NA	intron (NM_176850, intron 15 of 27)	intron (NM_176850, intron 15 of 27)	36337	NM_001163473	69066	Mm.40679	NM_001163473	ENSMUSG00000078607	1810010H24Rik	-	RIKEN cDNA 1810010H24 gene	protein-coding
26.41	chr7	129845656	129850016	+	1473	NA	Intergenic	L1M2|LINE|L1	-114329	NR_046077	100043150	Mm.334264	NR_046077	ENSMUSG00000108504	Gm4265	-	predicted gene 4265	ncRNA
72.81	chr7	144957491	144965803	+	1472	NA	Intergenic	RLTR12D|LTR|ERVK	-21722	NM_007631	12443	Mm.273049	NM_007631	ENSMUSG00000070348	Ccnd1	AI327039|CycD1|Cyl-1|PRAD1|bcl-1|cD1	cyclin D1	protein-coding
62.03	chr5	95902601	95905668	+	1471	NA	Intergenic	Intergenic	-52805	NM_018866	55985	Mm.10116	NM_018866	ENSMUSG00000023078	Cxcl13	4631412M08Rik|ANGIE2|Angie|BCA-1|BLC|BLR1L|Scyb13	chemokine (C-X-C motif) ligand 13	protein-coding
11.98	chr7	119109175	119110742	+	1470	NA	Intergenic	Lx8|LINE|L1	74580	NM_001024138	209776	Mm.300632	NM_001024138	ENSMUSG00000066197	Gpr139	GPRg1|Gm495|PGR3	G protein-coupled receptor 139	protein-coding
50.08	chr8	18612356	18620659	+	1469	NA	intron (NM_173189, intron 3 of 13)	B3A|SINE|B2	21376	NM_173189	244329	Mm.235296	NM_173189	ENSMUSG00000039842	Mcph1	5430437K10Rik|BRIT1|D030046N04Rik|MCT|Tg(HLA-A2.1)1Enge	microcephaly, primary autosomal recessive 1	protein-coding
9.07	chr15	69790060	69791605	+	1468	NA	Intergenic	Intergenic	-133401	NR_045071	100503580	Mm.404646	NR_045071	ENSMUSG00000116483	Gm19782	-	predicted gene, 19782	ncRNA
322.49	chr13	70061349	70062988	+	1467	NA	intron (NR_131156, intron 2 of 2)	intron (NR_131156, intron 2 of 2)	-33820	NR_045965	74280	Mm.273343	NR_045965	ENSMUSG00000099639	1700084F23Rik	1700003E18Rik|4930589D02Rik	RIKEN cDNA 1700084F23 gene	ncRNA
15.1	chr18	59756372	59758950	+	1466	NA	Intergenic	Intergenic	178031	NR_105773	102465182		NR_105773	ENSMUSG00000098287	Mir6355	Gm27473|mmu-mir-6355	microRNA 6355	ncRNA
16.95	chr2	62184332	62194979	+	1465	NA	intron (NM_001362671, intron 2 of 25)	L1MC|LINE|L1	41777	NM_001362676	94229	Mm.314497	NM_033552	ENSMUSG00000026904	Slc4a10	NCBE|mKIAA4136	solute carrier family 4, sodium bicarbonate cotransporter-like, member 10	protein-coding
262.26	chr12	43123911	43125218	+	1464	NA	Intergenic	L1Md_F2|LINE|L1	-90347	NR_148724	102636207		NR_148724		Gm33340	Gm40882	predicted gene, 33340	ncRNA
53.24	chr1	21059695	21064321	+	1463	NA	intron (NM_177409, intron 1 of 10)	intron (NM_177409, intron 1 of 10)	17217	NM_177409	170829	Mm.185680	NM_177409	ENSMUSG00000041779	Tram2	C330003D03Rik	translocating chain-associating membrane protein 2	protein-coding
31.87	chr1	178578374	178582474	+	1462	NA	intron (NM_001161665, intron 2 of 14)	MTEb|LTR|ERVL-MaLR	51299	NM_001161665	269152	Mm.129727	NM_177724	ENSMUSG00000026494	Kif26b	4832420M10|BC056349|D230039L06Rik	kinesin family member 26B	protein-coding
55.68	chr11	71369447	71371336	+	1461	NA	Intergenic	Intergenic	-85159	NR_027858	627984	Mm.390378	NM_001039234	ENSMUSG00000092528	Nlrp1c-ps	Nalp1c|Nlrp1c	NLR family, pyrin domain containing 1C, pseudogene	pseudo
262.07	chr17	58887432	58892840	+	1460	NA	intron (NM_027001, intron 8 of 12)	intron (NM_027001, intron 8 of 12)	101239	NM_027001	69239	Mm.246732	NM_027001	ENSMUSG00000024227	Pdzph1	2610034M16Rik|AV114557	PDZ and pleckstrin homology domains 1	protein-coding
20.26	chr17	36912783	36916538	+	1459	NA	Intergenic	B1_Mur2|SINE|Alu	-9132	NR_045439	73286	Mm.426884	NR_045439	ENSMUSG00000092239	1700031A10Rik	-	RIKEN cDNA 1700031A10 gene	ncRNA
69.51	chr7	140986967	140988155	+	1458	NA	Intergenic	L1M4b|LINE|L1	19485	NM_001360728	68713	Mm.175661	NM_026820	ENSMUSG00000025491	Ifitm1	1110036C17Rik|DSPA2a|Mil-2|Mil2	interferon induced transmembrane protein 1	protein-coding
48.24	chr16	85067396	85072027	+	1457	NA	intron (NM_007471, intron 5 of 15)	intron (NM_007471, intron 5 of 15)	97500	NR_045889	100038614	Mm.441351	NR_045889	ENSMUSG00000115518	Gm10791	-	predicted gene 10791	ncRNA
14.12	chr4	26593944	26595754	+	1456	NA	Intergenic	Intergenic	110600	NR_040656	75360	Mm.67233	NR_040656	ENSMUSG00000086257	4930548K13Rik	-	RIKEN cDNA 4930548K13 gene	ncRNA
55.82	chr1	189725086	189727609	+	1455	NA	Intergenic	Intergenic	-1921	NM_008976	19250	Mm.4498	NM_008976	ENSMUSG00000026604	Ptpn14	C130080N23Rik|PTP36	protein tyrosine phosphatase, non-receptor type 14	protein-coding
112.65	chr3	83403198	83407410	+	1454	NA	Intergenic	Intergenic	168814	NR_036591	69460	Mm.389464	NR_036591	ENSMUSG00000101334	1700028M03Rik	-	RIKEN cDNA 1700028M03 gene	ncRNA
7.9	chr19	8749941	8750292	+	1453	NA	intron (NM_019829, intron 9 of 9)	intron (NM_019829, intron 9 of 9)	6853	NR_132424	102640359	Mm.440831	NR_132423		1700023D09Rik	AV208457	RIKEN cDNA 1700023D09 gene	ncRNA
4.77	chr4	125078222	125080079	+	1452	NA	Intergenic	ORR1A2-int|LTR|ERVL-MaLR	-5984	NM_027310	70088	Mm.291214	NM_027310	ENSMUSG00000028863	Meaf6	2310005N01Rik|2810036M01Rik	MYST/Esa1-associated factor 6	protein-coding
59.52	chr19	46787584	46789136	+	1451	NA	intron (NM_033569, intron 1 of 7)	B3A|SINE|B2	26751	NM_001102471	94219	Mm.306903	NM_033569	ENSMUSG00000064105	Cnnm2	AU015877|AW048635|Acdp2|Clp2	cyclin M2	protein-coding
219.17	chr17	43046126	43047994	+	1450	NA	intron (NM_178589, intron 3 of 5)	intron (NM_178589, intron 3 of 5)	30505	NM_178589	94185	Mm.200792	NM_178589	ENSMUSG00000023915	Tnfrsf21	AA959878|DR6|R74815|TR7	tumor necrosis factor receptor superfamily, member 21	protein-coding
36.13	chr12	24314536	24316766	+	1449	NA	Intergenic	Intergenic	-182930	NR_028341	21340	Mm.39082	NM_020614	ENSMUSG00000059669	Taf1b	4930408G01Rik|A230108M10Rik|TAFI68|Tafi86|p63	TATA-box binding protein associated factor, RNA polymerase I, B	protein-coding
12.52-2	chr3	66171579	66172061	+	1448	NA	intron (NM_145820, intron 7 of 13)	intron (NM_145820, intron 7 of 13)	-48067	NM_008987	19288	Mm.276776	NM_008987	ENSMUSG00000027832	Ptx3	AI607804|TSG-14	pentraxin related gene	protein-coding
34.43	chr17	63409101	63417699	+	1447	NA	intron (NM_015794, intron 4 of 8)	intron (NM_015794, intron 4 of 8)	87180	NM_015794	50758	Mm.136366	NM_015794	ENSMUSG00000023965	Fbxl17	6330576B01Rik|AI452053|BB073797|C130023C01Rik|Fbx13|Fbxo13	F-box and leucine-rich repeat protein 17	protein-coding
23.07	chr8	57479038	57480088	+	1446	NA	Intergenic	B3|SINE|B2	8297	NM_021788	60406	Mm.118	NM_021788	ENSMUSG00000031609	Sap30	30kDa	sin3 associated polypeptide	protein-coding
11.46	chr7	44913192	44913442	+	1445	NA	intron (NM_001077264, intron 4 of 22)	intron (NM_001077264, intron 4 of 22)	16173	NM_007458	11771	Mm.6877	NM_007458	ENSMUSG00000060279	Ap2a1	Adtaa	adaptor-related protein complex 2, alpha 1 subunit	protein-coding
13.15	chr10	34988880	34998645	+	1444	NA	Intergenic	Lx3A|LINE|L1	510362	NM_001159544	14302	Mm.332432	NM_010237	ENSMUSG00000019779	Frk	BSK|BSK/IYK|C85044|GTK|RAK	fyn-related kinase	protein-coding
45.25	chr4	106153139	106163624	+	1443	NA	Intergenic	RLTR18B|LTR|ERVK	-82832	NR_151521	105244641	Mm.404914	NR_151521		Gm12724	-	predicted gene 12724	ncRNA
75.31	chr6	130366076	130376100	+	1442	NA	intron (NM_016659, intron 8 of 8)	intron (NM_016659, intron 8 of 8)	9574	NM_013793	27423	Mm.24399	NM_013793		Klra15	Ly49O	killer cell lectin-like receptor, subfamily A, member 15	protein-coding
68.37	chr9	31037286	31042665	+	1441	NA	intron (NM_172765, intron 1 of 5)	MTA_Mm|LTR|ERVL-MaLR	9331	NM_001115130	235132	Mm.239355	NM_172765	ENSMUSG00000047412	Zbtb44	6030404E16Rik|Btbd15|E230011F09	zinc finger and BTB domain containing 44	protein-coding
80.25	chr3	89949868	89954421	+	1440	NA	intron (NM_001081182, intron 12 of 27)	(TCC)n|Simple_repeat|Simple_repeat	8453	NM_001368650	54667	Mm.30455	NM_001081182	ENSMUSG00000060671	Atp8b2	Id	ATPase, class I, type 8B, member 2	protein-coding
54.58	chr15	89395408	89405165	+	1439	NA	intron (NM_001162880, intron 1 of 2)	intron (NM_001162880, intron 1 of 2)	9977	NM_001162882	75459	Mm.45462	NM_001162880	ENSMUSG00000078938	Syce3	1700007E06Rik|TSEG-2|TSEG2	synaptonemal complex central element protein 3	protein-coding
307.87	chr19	32025513	32027247	+	1438	NA	intron (NM_018830, intron 10 of 23)	intron (NM_018830, intron 10 of 23)	76760	NM_018830	54447	Mm.491229	NM_018830	ENSMUSG00000024887	Asah2	AI585898	N-acylsphingosine amidohydrolase 2	protein-coding
200.03	chr16	27991885	27993134	+	1437	NA	Intergenic	L1Md_F2|LINE|L1	142579	NR_033475	100038623	Mm.387135	NR_033475	ENSMUSG00000116654	Gm10823	-	predicted gene 10823	ncRNA
15.64	chr19	6410049	6418288	+	1436	NA	intron (NM_011242, intron 15 of 16)	intron (NM_011242, intron 15 of 16)	-4588	NM_001205234	18190	Mm.329616	NM_020253	ENSMUSG00000033768	Nrxn2	6430591O13Rik|mKIAA0921	neurexin II	protein-coding
24.44	chr19	19666124	19667554	+	1435	NA	Intergenic	Intergenic	-555643	NM_001043354	225998	Mm.234641	NM_146095	ENSMUSG00000036192	Rorb	Nr1f2|RZR-beta|RZRB|Rorbeta|hstp	RAR-related orphan receptor beta	protein-coding
30.09	chr17	84697468	84703638	+	1434	NA	TTS (NM_001347418)	TTS (NM_001347418)	17432	NR_104382	67470	Mm.26581	NM_026180	ENSMUSG00000024254	Abcg8	1300003C16Rik|AI114946|sterolin-2	ATP binding cassette subfamily G member 8	protein-coding
58.39	chr14	16030392	16032956	+	1433	NA	Intergenic	Intergenic	211657	NM_001359883	71147	Mm.197960	NM_027695	ENSMUSG00000021786	Oxsm	4933425A18Rik|C80494	3-oxoacyl-ACP synthase, mitochondrial	protein-coding
18.88	chr6	72628397	72631104	+	1432	NA	promoter-TSS (NR_040421)	promoter-TSS (NR_040421)	-81	NR_040421	100038714	Mm.321330	NR_040421		Gm15401	-	predicted gene 15401	ncRNA
11.89	chr3	27461979	27464288	+	1431	NA	intron (NM_001356953, intron 17 of 26)	intron (NM_001356953, intron 17 of 26)	91782	NM_177330	208188	Mm.194721	NM_177330	ENSMUSG00000051136	Ghsr	C530020I22Rik|GHRP|GHS-R|Ghsr1a	growth hormone secretagogue receptor	protein-coding
86.8	chr7	94813700	94824340	+	1430	NA	Intergenic	(TTCC)n|Simple_repeat|Simple_repeat	-1352224	NM_001310762	23966	Mm.254610	NM_011858	ENSMUSG00000048078	Tenm4	Doc4|ELM2|Odz4|R75022|Ten-m4|l(7)-3Rn|l7Rn3|mKIAA1302	teneurin transmembrane protein 4	protein-coding
380.82	chr4	82951709	82953036	+	1429	NA	intron (NM_177863, intron 22 of 35)	intron (NM_177863, intron 22 of 35)	-67221	NM_009887	12622	Mm.6780	NM_009887	ENSMUSG00000038192	Cer1	Cerl|Cerl1|Cerr1|cer-1	cerberus 1, DAN family BMP antagonist	protein-coding
18.15	chr15	5673314	5680385	+	1428	NA	Intergenic	Intergenic	180531	NR_045274	71432	Mm.291087	NR_045274	ENSMUSG00000110018	5430437J10Rik	-	RIKEN cDNA 5430437J10 gene	ncRNA
25.82	chr5	3233135	3242172	+	1427	NA	Intergenic	Intergenic	-106240	NM_009873	12571	Mm.31672	NM_009873	ENSMUSG00000040274	Cdk6	AI504062|Crk2	cyclin-dependent kinase 6	protein-coding
9.58	chr17	35418693	35419176	+	1426	NA	Intergenic	RMER17A|LTR|ERVK	-5913	NM_023124	15019	Mm.486287	NM_023124		H2-Q8	H-2Q8|MMS10-T|Ms10t|Qa-2|Qa-8|Qa8	histocompatibility 2, Q region locus 8	protein-coding
80.97	chr4	52458835	52463718	+	1425	NA	intron (NM_008017, intron 14 of 24)	intron (NM_008017, intron 14 of 24)	22055	NM_008017	14211	Mm.2999	NM_008017	ENSMUSG00000028312	Smc2	5730502P04Rik|AI255214|AW545314|CAP-E|CAPE|Fin16|SMC-2|Smc2l1	structural maintenance of chromosomes 2	protein-coding
54.76	chr17	48398557	48400503	+	1424	NA	intron (NM_001110832, intron 2 of 9)	intron (NM_001110832, intron 2 of 9)	1050	NM_001347401	18044	Mm.4929	NM_010913	ENSMUSG00000023994	Nfya	AA407810|Cbf-b|SEZ-10|SEZ10	nuclear transcription factor-Y alpha	protein-coding
5.57	chr4	53748935	53750213	+	1423	NA	intron (NM_001363128, intron 10 of 10)	MTC|LTR|ERVL-MaLR	-30127	NM_009317	21350	Mm.56955	NM_009317	ENSMUSG00000028417	Tal2	bHLHa19	T cell acute lymphocytic leukemia 2	protein-coding
57.62	chr3	157949336	157959019	+	1422	NA	intron (NM_001013806, intron 1 of 12)	Kanga11a|DNA|TcMar-Tc2	7177	NM_001359909	433667	Mm.265806	NM_001013806	ENSMUSG00000039988	Ankrd13c	AI505652|AU022220	ankyrin repeat domain 13c	protein-coding
225.12	chr5	142536556	142538422	+	1421	NA	intron (NM_001289588, intron 2 of 14)	intron (NM_001289588, intron 2 of 14)	-7413	NM_019943	56522	Mm.441372	NM_019943	ENSMUSG00000074817	Papolb	PAP|Paplob|Papola-ps|Papt|Plap-ps|Tpap	poly (A) polymerase beta (testis specific)	protein-coding
178.64	chr13	13717335	13726825	+	1420	NA	intron (NM_010748, intron 39 of 52)	L1_Mus2|LINE|L1	-61979	NM_001302997	14706	Mm.215394	NM_010317	ENSMUSG00000021303	Gng4	-	guanine nucleotide binding protein (G protein), gamma 4	protein-coding
139.08	chr15	83303922	83305787	+	1419	NA	intron (NM_001357756, intron 14 of 15)	intron (NM_001357756, intron 14 of 15)	37004	NR_162786	114483639		NR_162786		Mir12186	mmu-mir-12186	microRNA mir-12186	ncRNA
7.55	chr14	11609511	11617653	+	1418	NA	intron (NM_008981, intron 1 of 29)	intron (NM_008981, intron 1 of 29)	60029	NM_008981	19270	Mm.431266	NM_008981	ENSMUSG00000021745	Ptprg	5430405N12Rik|AW046354|AW549872|RPTPgamma	protein tyrosine phosphatase, receptor type, G	protein-coding
221.73	chr3	128842344	128845350	+	1417	NA	Intergenic	Intergenic	-356031	NM_001042504	18741	Mm.246804	NM_011098	ENSMUSG00000028023	Pitx2	9430085M16Rik|Brx1|Brx1b|Munc30|Otlx2|Ptx2|Rieg	paired-like homeodomain transcription factor 2	protein-coding
26.9	chr5	148826248	148831462	+	1416	NA	Intergenic	ORR1F|LTR|ERVL-MaLR	50892	NR_131106	78015	Mm.243839	NR_131106	ENSMUSG00000085740	4930505K14Rik	-	RIKEN cDNA 4930505K14 gene	ncRNA
88.98	chr17	30145238	30146614	+	1415	NA	intron (NR_151442, intron 2 of 3)	intron (NR_151442, intron 2 of 3)	140887	NR_151443	21769	Mm.220972	NM_148926	ENSMUSG00000044477	Zfand3	AW539211|TEG-27|Tex27	zinc finger, AN1-type domain 3	protein-coding
107.81	chr6	125273841	125276481	+	1414	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	9636	NR_015527	73870	Mm.440681	NR_015527	ENSMUSG00000108129	4930417O13Rik	-	RIKEN cDNA 4930417O13 gene	ncRNA
7.33	chr8	77930536	77932674	+	1413	NA	Intergenic	Intergenic	-207153	NM_010332	13617	Mm.283168	NM_010332	ENSMUSG00000031616	Ednra	AEA001|ET-AR|ETa|Gpcr10|Mhdaaea1	endothelin receptor type A	protein-coding
76.24-2	chr14	17900545	17906320	+	1412	NA	intron (NM_001113417, intron 2 of 9)	intron (NM_001113417, intron 2 of 9)	-78212	NM_009380	21834	Mm.32563	NM_009380	ENSMUSG00000021779	Thrb	Nr1a2|T3R[b]|T3Rbeta|Thrb1|Thrb2|c-erbAbeta	thyroid hormone receptor beta	protein-coding
36.38	chr9	32201589	32204447	+	1411	NA	intron (NM_001370957, intron 9 of 21)	B1_Mus2|SINE|Alu	-21257	NM_177379	330914	Mm.46683	NM_177379	ENSMUSG00000041444	Arhgap32	3426406O18Rik|Gc-gap|Grit|Px-rics|Rics|mKIAA0712|p200Rhogap|p250Gap	Rho GTPase activating protein 32	protein-coding
22.59	chr5	127156067	127158221	+	1410	NA	Intergenic	Intergenic	-13421	NR_045371	75916	Mm.394659	NR_045371	ENSMUSG00000105308	4930572K03Rik	-	RIKEN cDNA 4930572K03 gene	ncRNA
83.16	chr4	139164102	139166391	+	1409	NA	Intergenic	Intergenic	15409	NR_033543	100038595	Mm.385206	NR_033543	ENSMUSG00000073739	Gm16287	-	predicted gene 16287	ncRNA
5.78	chr19	3374436	3380133	+	1408	NA	intron (NM_013495, intron 14 of 18)	intron (NM_013495, intron 14 of 18)	-11573	NM_001039657	17771	Mm.209941	NM_010841	ENSMUSG00000024905	Tesmin	Mtl5	testis expressed metallothionein like	protein-coding
429.65	chr6	48669745	48670149	+	1407	NA	Intergenic	Intergenic	-6188	NM_174960	317758	Mm.116971	NM_174960	ENSMUSG00000051124	Gimap9	A630002K24|BB145400|IAN-7	GTPase, IMAP family member 9	protein-coding
14.79	chr3	10173163	10177669	+	1406	NA	Intergenic	Intergenic	8469	NM_001030305	18857	Mm.371777	NM_001030305	ENSMUSG00000052468	Pmp2	P2	peripheral myelin protein 2	protein-coding
49.56	chr11	27027615	27038815	+	1405	NA	Intergenic	Intergenic	248107	NR_002890	654472	Mm.347777	NR_002890		Gm12070	-	glyceraldehyde-3-phosphate dehydrogenase pseudogene	pseudo
61.64	chr12	40836526	40839827	+	1404	NA	intron (NM_172803, intron 50 of 52)	intron (NM_172803, intron 50 of 52)	-185914	NM_053122	93757	Mm.363813	NM_053122	ENSMUSG00000056899	Immp2l	AI853880|IMP2|Tg(HLA-A/H2-D)2Enge	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	protein-coding
5.91	chr13	113059841	113060263	+	1403	NA	intron (NM_001281487, intron 4 of 11)	intron (NM_001281487, intron 4 of 11)	-13664	NM_027127	69590	Mm.12715	NM_027127	ENSMUSG00000021760	Gpx8	2310016C16Rik|AU017063	glutathione peroxidase 8 (putative)	protein-coding
67.43	chr5	52083696	52092413	+	1402	NA	Intergenic	Intergenic	47963	NR_105845	102466648		NR_105845	ENSMUSG00000098726	Mir6417	Gm27334|mmu-mir-6417	microRNA 6417	ncRNA
102.83	chr6	76902044	76910570	+	1401	NA	intron (NM_009819, intron 17 of 18)	intron (NM_009819, intron 17 of 18)	-336170	NM_001362109	74342	Mm.292568	NM_028880	ENSMUSG00000060780	Lrrtm1	4632401D06Rik|AW125451	leucine rich repeat transmembrane neuronal 1	protein-coding
17.36	chr4	9212900	9214643	+	1400	NA	Intergenic	Intergenic	-55522	NM_001355183	74438	Mm.473368	NM_028940	ENSMUSG00000041216	Clvs1	4933402J24Rik|Clvl1|Rlbp1l1	clavesin 1	protein-coding
54.35	chr13	36421008	36429810	+	1399	NA	intron (NM_001039189, intron 5 of 5)	intron (NM_001039189, intron 5 of 5)	307766	NM_001039189	69955	Mm.70690	NM_024274	ENSMUSG00000021420	Fars2	Fars1|pheRS	phenylalanine-tRNA synthetase 2 (mitochondrial)	protein-coding
77.61	chr12	100707024	100707757	+	1398	NA	intron (NM_153587, intron 1 of 17)	LTR16E1|LTR|ERVL	17730	NM_153587	73086	Mm.220417	NM_153587	ENSMUSG00000021180	Rps6ka5	3110005L17Rik|6330404E13Rik|AI854034|MSK1|MSPK1|RLPK|RLSK|S6K-alpha-5	ribosomal protein S6 kinase, polypeptide 5	protein-coding
113.74	chr3	113202310	113203421	+	1396	NA	Intergenic	Lx|LINE|L1	-46138	NM_001190403	545562	Mm.462977	NM_001190403		Amy2b	Amy-X|Amy2|Amy2-2|Amy2a|PA|mAmy2-1	amylase 2b	protein-coding
23.6	chr4	10556109	10558802	+	1395	NA	intron (NR_045185, intron 4 of 4)	L1Md_F2|LINE|L1	240347	NR_045185	73624	Mm.67392	NR_045185	ENSMUSG00000086080	1700123O12Rik	-	RIKEN cDNA 1700123O12 gene	ncRNA
126.04	chr1	126741622	126745201	+	1394	NA	intron (NM_001081756, intron 1 of 16)	intron (NM_001081756, intron 1 of 16)	87221	NM_001081756	210356	Mm.377234	NM_172484	ENSMUSG00000049690	Nckap5	8430408F21|D130011D22Rik|E030049G20Rik|Erih1|Erih2|Gm1548|Nap5	NCK-associated protein 5	protein-coding
31.64	chr15	70797749	70799956	+	1393	NA	Intergenic	Intergenic	874619	NR_045071	100503580	Mm.404646	NR_045071	ENSMUSG00000116483	Gm19782	-	predicted gene, 19782	ncRNA
241.36	chr3	82393948	82402891	+	1392	NA	Intergenic	L2|LINE|L2	40232	NM_001356457	213582	Mm.271269	NM_001081230	ENSMUSG00000033900	Map9	5033421J10Rik|5330427D05Rik|ASAP|Mtap9	microtubule-associated protein 9	protein-coding
203.68	chr11	70418922	70421925	+	1391	NA	Intergenic	B1_Mus1|SINE|Alu	-10392	NM_029231	75273	Mm.340601	NM_029231	ENSMUSG00000018921	Pelp1	4930563C04Rik|MNAR	proline, glutamic acid and leucine rich protein 1	protein-coding
