PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/EJM/ecc_pipe_result/cresil_result.analysis.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
51.71	chr1	75784953	75786024	+	932	NA	promoter-TSS (NR_073562)	promoter-TSS (NR_073562)	-706	NR_073562	5876	Hs.78948	NM_004582	ENSG00000137955	RABGGTB	GGTB	Rab geranylgeranyltransferase subunit beta	protein-coding
117.18	chr11	116609446	116610662	+	931	NA	Intergenic	Intergenic	-29368	NR_135069	101929011	Hs.733911	NR_135069	ENSG00000237937	LINC02702	-	long intergenic non-protein coding RNA 2702	ncRNA
62.92	chr3	176543736	176546489	+	930	NA	Intergenic	L1MD2|LINE|L1	30009	NR_107017	102465858		NR_107017	ENSG00000283333	MIR7977	hsa-mir-7977	microRNA 7977	ncRNA
16.92	chr3	1896298	1898658	+	929	NA	Intergenic	Intergenic	-201325	NM_001350095	152330	Hs.298705	NM_175607	ENSG00000144619	CNTN4	AXCAM|BIG-2	contactin 4	protein-coding
36.12	chr11	227826	231256	+	928	NA	intron (NR_163397, intron 4 of 7)	AluSx1|SINE|Alu	6801	NR_163394	23410	Hs.716456	NM_012239	ENSG00000142082	SIRT3	SIR2L3	sirtuin 3	protein-coding
43.61-2	chr4	126799973	126801667	+	927	NA	Intergenic	Intergenic	-832137	NM_015693	27152	Hs.391481	NM_015693	ENSG00000164066	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	inturned planar cell polarity protein	protein-coding
143.71	chr8	66837664	66838209	+	926	NA	intron (NM_001204173, intron 12 of 18)	MIRb|SINE|MIR	-32835	NM_173518	157777	Hs.437006	NM_173518	ENSG00000178460	MCMDC2	C8orf45	minichromosome maintenance domain containing 2	protein-coding
219.8	chr15	71604150	71611425	+	925	NA	intron (NM_001286429, intron 1 of 11)	intron (NM_001286429, intron 1 of 11)	60551	NM_001286429	79875	Hs.387057	NM_024817	ENSG00000187720	THSD4	ADAMTSL-6|ADAMTSL6|FVSY9334|PRO34005	thrombospondin type 1 domain containing 4	protein-coding
4.63	chr10	43151146	43151995	+	924	NA	intron (NM_018590, intron 1 of 7)	L1MEc|LINE|L1	-3327	NM_001319654	55454	Hs.657569	NM_018590	ENSG00000169826	CSGALNACT2	CHGN2|ChGn-2|GALNACT-2|GALNACT2|PRO0082|beta4GalNAcT	chondroitin sulfate N-acetylgalactosaminyltransferase 2	protein-coding
29.3	chr11	601757	602920	+	923	NA	intron (NM_001286582, intron 10 of 17).2	intron (NM_001286582, intron 10 of 17).2	13612	NM_004029	3665	Hs.166120	NM_001572	ENSG00000185507	IRF7	IMD39|IRF-7|IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H	interferon regulatory factor 7	protein-coding
82.26	chr20	43171493	43171862	+	922	NA	intron (NM_133170, intron 1 of 31)	MER5A|DNA|hAT-Charlie	18229	NM_133170	11122	Hs.526879	NM_007050	ENSG00000196090	PTPRT	RPTPrho	protein tyrosine phosphatase receptor type T	protein-coding
42.79	chr17	62448065	62450111	+	921	NA	3' UTR (NM_181725, exon 9 of 9)	3' UTR (NM_181725, exon 9 of 9)	25203	NM_181725	339175	Hs.381204	NM_181725	ENSG00000087995	METTL2A	METTL2	methyltransferase like 2A	protein-coding
30.32	chr2	34784876	34786637	+	920	NA	Intergenic	Tigger6a|DNA|TcMar-Tigger	108199	NR_126404	104355288	Hs.624529	NR_126404	ENSG00000228262	LINC01320	-	long intergenic non-protein coding RNA 1320	ncRNA
111.9	chr7	22388319	22389654	+	919	NA	Intergenic	L2a|LINE|L2	-31832	NM_012294	9771	Hs.174768	NM_012294	ENSG00000136237	RAPGEF5	GFR|MR-GEF|REPAC	Rap guanine nucleotide exchange factor 5	protein-coding
18.49	chr6	40220375	40221481	+	918	NA	Intergenic	ERVL-E-int|LTR|ERVL	135078	NR_038887	401260	Hs.654837	NM_001001705		LINC00951	-	long intergenic non-protein coding RNA 951	ncRNA
53.59	chr10	69917009	69917648	+	917	NA	exon (NM_001130103, exon 18 of 40)	exon (NM_001130103, exon 18 of 40)	115422	NM_001130103	1305	Hs.695934	NM_005203	ENSG00000197467	COL13A1	CMS19|COLXIIIA1	collagen type XIII alpha 1 chain	protein-coding
25.61-2	chr10	97583551	97584389	+	916	NA	promoter-TSS (NM_001134670)	promoter-TSS (NM_001134670)	-375	NM_001134670	112817	Hs.180346	NM_138413	ENSG00000241935	HOGA1	C10orf65|DHDPS2|DHDPSL|HP3|NPL2	4-hydroxy-2-oxoglutarate aldolase 1	protein-coding
7.56	chr2	218256808	218257730	+	915	NA	Intergenic	MIRb|SINE|MIR	-2227	NM_001321950	151306	Hs.160954	NM_170699	ENSG00000179921	GPBAR1	BG37|GPCR19|GPR131|M-BAR|TGR5	G protein-coupled bile acid receptor 1	protein-coding
10.06	chr9	26101286	26103386	+	914	NA	intron (NM_001004352, intron 3 of 6)	L2c|LINE|L2	35661	NM_001004352	100506422	Hs.533221	NM_001004352		LOC100506422	-	putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323	protein-coding
31.99	chr5	139114834	139116772	+	913	NA	intron (NM_022464, intron 3 of 9)	MER21C|LTR|ERVL	82565	NM_001037633	64374	Hs.483521	NM_022464	ENSG00000120725	SIL1	BAP|MSS|ULG5	SIL1 nucleotide exchange factor	protein-coding
59.09	chrX	64216288	64220801	+	912	NA	Intergenic	ERVL-B4-int|LTR|ERVL	12063	NM_130388	142689	Hs.56281	NM_130388	ENSG00000198881	ASB12	-	ankyrin repeat and SOCS box containing 12	protein-coding
26.19	chr19	39179020	39181199	+	911	NA	3' UTR (NM_001014831, exon 11 of 11)	3' UTR (NM_001014831, exon 11 of 11)	-16855	NM_001001414	342897	Hs.726934	NM_001001414	ENSG00000188505	NCCRP1	FBXO50|NCCRP-1	non-specific cytotoxic cell receptor protein 1 homolog (zebrafish)	protein-coding
53.54	chr17	48078930	48080335	+	910	NA	intron (NM_001127228, intron 1 of 4)	AluJb|SINE|Alu	21554	NM_006807	10951	Hs.77254	NM_006807	ENSG00000108468	CBX1	CBX|HP1-BETA|HP1Hs-beta|HP1Hsbeta|M31|MOD1|p25beta	chromobox 1	protein-coding
43.62	chr14	82178711	82179857	+	909	NA	Intergenic	Intergenic	-436146	NR_146498	102724294		NR_146498	ENSG00000258718	LINC02311	-	long intergenic non-protein coding RNA 2311	ncRNA
26.83	chr4	114635647	114638799	+	908	NA	intron (NM_003360, intron 1 of 4)	intron (NM_003360, intron 1 of 4)	14856	NM_003360	7368	Hs.144197	NM_003360	ENSG00000174607	UGT8	CGT|UGT4	UDP glycosyltransferase 8	protein-coding
512.06	chr15	67550777	67552733	+	907	NA	intron (NM_001206804, intron 2 of 21)	L1ME3G|LINE|L1	2661	NM_001206804	5607	Hs.114198	NM_002757	ENSG00000137764	MAP2K5	HsT17454|MAPKK5|MEK5|PRKMK5	mitogen-activated protein kinase kinase 5	protein-coding
48.12	chr6	139635623	139636720	+	906	NA	Intergenic	L1MA3|LINE|L1	-134902	NR_038399	100132735	Hs.62646	NR_038399	ENSG00000231426	FILNC1	-	FOXO induced long non-coding RNA 1	ncRNA
27.17	chr20	54683036	54683953	+	905	NA	Intergenic	L2a|LINE|L2	207901	NM_177959	55816	Hs.473133	NM_018431	ENSG00000101134	DOK5	C20orf180|IRS-6|IRS6	docking protein 5	protein-coding
10.42	chr15	54452547	54454148	+	904	NA	intron (NM_001329919, intron 18 of 31)	L1MA4A|LINE|L1	440699	NM_001080534	440279	Hs.657273	NM_001080534	ENSG00000137766	UNC13C	-	unc-13 homolog C	protein-coding
113.18	chr5	105057513	105058561	+	903	NA	Intergenic	MER52A|LTR|ERV1	-41437	NR_000039	9366	Hs.158296	NR_000039	ENSG00000232159	RAB9BP1	RAB9P1	RAB9B, member RAS oncogene family pseudogene 1	pseudo
6.84	chr12	3291183	3291714	+	902	NA	Intergenic	AluSq|SINE|Alu	74674	NR_148995	100128253	Hs.447497	NR_148995		LOC100128253	-	uncharacterized LOC100128253	ncRNA
63.2	chr5	82400979	82402956	+	901	NA	Intergenic	Intergenic	122505	NM_001017971	92270	Hs.676227	NM_001017971	ENSG00000205464	ATP6AP1L	-	ATPase H+ transporting accessory protein 1 like	protein-coding
269.44	chr3	108464227	108467698	+	900	NA	intron (NM_014981, intron 15 of 41)	intron (NM_014981, intron 15 of 41)	63360	NM_014981	22989	Hs.731060	NM_014981	ENSG00000144821	MYH15	-	myosin heavy chain 15	protein-coding
243.7	chr8	15928519	15931435	+	899	NA	Intergenic	AluSx|SINE|Alu	256295	NM_001363744	4481	Hs.147635	NM_002445	ENSG00000038945	MSR1	CD204|SCARA1|SR-A|SR-AI|SR-AII|SR-AIII|SRA|phSR1|phSR2	macrophage scavenger receptor 1	protein-coding
157.41	chr17	27494338	27496817	+	898	NA	intron (NM_014238, intron 2 of 20)	L3|LINE|CR1	23613	NM_014238	8844	Hs.133534	NM_014238	ENSG00000141068	KSR1	KSR|RSU2	kinase suppressor of ras 1	protein-coding
106.5	chrX	68471462	68471675	+	897	NA	Intergenic	AluSz6|SINE|Alu	-27214	NM_001195214	286451	Hs.82719	NM_173834	ENSG00000181704	YIPF6	FinGER6	Yip1 domain family member 6	protein-coding
98.05	chr22	24608677	24612238	+	896	NA	5' UTR (NM_001288833, exon 4 of 16)	5' UTR (NM_001288833, exon 4 of 16)	7264	NM_001288833	2678	Hs.595809	NM_005265	ENSG00000100031	GGT1	CD224|D22S672|D22S732|GGT|GGT 1|GGTD|GTG	gamma-glutamyltransferase 1	protein-coding
9.89	chr7	131573625	131574190	+	895	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	-17279	NM_005397	5420	Hs.744213	NM_005397	ENSG00000128567	PODXL	Gp200|PC|PCLP|PCLP-1	podocalyxin like	protein-coding
51.52	chr9	97201201	97205666	+	894	NA	intron (NR_136286, intron 2 of 17)	intron (NR_136286, intron 2 of 17)	-34993	NR_036527	57653	Hs.435629	NR_036527	ENSG00000255036	SUGT1P4-STRA6LP-CCDC180	LOC100499484-C9ORF174	SUGT1P4-STRA6LP-CCDC180 readthrough	ncRNA
109.11	chr10	114507627	114508508	+	893	NA	intron (NM_001352440, intron 6 of 20)	intron (NM_001352440, intron 6 of 20)	18846	NM_001322894	3983	Hs.438236	NM_002313	ENSG00000099204	ABLIM1	ABLIM|LIMAB1|LIMATIN|abLIM-1	actin binding LIM protein 1	protein-coding
41.58	chr20	12863574	12864902	+	892	NA	TTS (NR_109868)	TTS (NR_109868)	72725	NR_109872	102606466	Hs.602196	NR_109872		LOC102606466	-	uncharacterized LOC102606466	ncRNA
6.15	chr2	53677981	53678773	+	891	NA	intron (NM_001201965, intron 8 of 8)	Charlie7|DNA|hAT-Charlie	-89406	NM_001346127	494143	Hs.585944	NM_001008708	ENSG00000143942	CHAC2	GCG1	ChaC cation transport regulator homolog 2	protein-coding
34.11	chr7	129744673	129746765	+	890	NA	intron (NM_001293163, intron 11 of 11)	intron (NM_001293163, intron 11 of 11)	24773	NR_029614	406958		NR_029614	ENSG00000207990	MIR182	MIRN182|miRNA182|mir-182	microRNA 182	ncRNA
111.8	chr12	130845164	130845611	+	889	NA	Intergenic	MLT1E2|LTR|ERVL-MaLR	-6137	NM_001351050	2054	Hs.437585	NM_001980	ENSG00000111450	STX2	EPIM|EPM|STX2A|STX2B|STX2C	syntaxin 2	protein-coding
17.35	chr3	154383671	154384778	+	888	NA	intron (NM_001038705, intron 3 of 3)	intron (NM_001038705, intron 3 of 3)	45966	NM_001038705	344758	Hs.376338	NM_001038705	ENSG00000174948	GPR149	IEDA|PGR10|R35	G protein-coupled receptor 149	protein-coding
254.93	chr11	57357607	57357935	+	887	NA	intron (NM_002559, intron 8 of 11)	intron (NM_002559, intron 8 of 11)	19419	NM_002559	5024	Hs.146738	NM_002559	ENSG00000109991	P2RX3	P2X3	purinergic receptor P2X 3	protein-coding
5.96	chr1	162400379	162400878	+	886	NA	intron (NM_053282, intron 2 of 3)	intron (NM_053282, intron 2 of 3)	11508	NM_053282	117157	Hs.350581	NM_053282	ENSG00000198574	SH2D1B	EAT2	SH2 domain containing 1B	protein-coding
85.27	chr7	118181896	118182429	+	885	NA	Intergenic	Intergenic	-2002	NM_016200	51691	Hs.655046	NM_016200	ENSG00000128534	LSM8	NAA38	LSM8 homolog, U6 small nuclear RNA associated	protein-coding
85.27-2	chr10	45457684	45458744	+	885	NA	3' UTR (NM_001002266, exon 7 of 7)	3' UTR (NM_001002266, exon 7 of 7)	-5093	NR_120674	102724323	Hs.559151	NR_120674	ENSG00000231964	LOC102724323	-	uncharacterized LOC102724323	ncRNA
95.64	chr18	34993505	34995209	+	884	NA	intron (NM_001143827, intron 1 of 7)	intron (NM_001143827, intron 1 of 7)	15989	NM_001143827	10982	Hs.532824	NM_014268	ENSG00000166974	MAPRE2	CSCSC2|EB1|EB2|RP1	microtubule associated protein RP/EB family member 2	protein-coding
42.78	chr3	59682562	59684952	+	883	NA	Intergenic	AluJb|SINE|Alu	-25260	NR_149028	339902	Hs.132446	NR_149028		LOC339902	-	hCG1813818	ncRNA
69.07	chr10	91890088	91890973	+	882	NA	Intergenic	Charlie18a|DNA|hAT-Charlie	18956	NM_152429	143282	Hs.466120	NM_152429	ENSG00000174721	FGFBP3	C10orf13|FGF-BP3	fibroblast growth factor binding protein 3	protein-coding
369.47	chr3	100341411	100342021	+	881	NA	intron (NM_020202, intron 4 of 9)	L1MEf|LINE|L1	6959	NM_020202	56954	Hs.439152	NM_020202	ENSG00000114021	NIT2	HEL-S-8a	nitrilase family member 2	protein-coding
74.42	chr7	153653549	153655365	+	880	NA	Intergenic	Intergenic	-93676	NM_001364500	1804	Hs.490684	NM_001936	ENSG00000130226	DPP6	DPL1|DPPX|MRD33|VF2	dipeptidyl peptidase like 6	protein-coding
126.59	chr15	68106666	68113687	+	879	NA	intron (NM_016166, intron 2 of 13)	intron (NM_016166, intron 2 of 13)	55600	NM_001320687	8554	Hs.162458	NM_016166	ENSG00000033800	PIAS1	DDXBP1|GBP|GU/RH-II|ZMIZ3	protein inhibitor of activated STAT 1	protein-coding
134.72	chr6	25029002	25029406	+	878	NA	intron (NM_001286446, intron 1 of 13)	AluSc|SINE|Alu	13084	NM_001286446	9750	Hs.559459	NM_014722	ENSG00000111913	RIPOR2	C6orf32|DFNB104|DIFF40|DIFF48|FAM65B|MYONAP|PL48	RHO family interacting cell polarization regulator 2	protein-coding
6.2	chr3	30257193	30258185	+	877	NA	Intergenic	MSTB1|LTR|ERVL-MaLR	-261179	NR_147054	101928015	Hs.581534	NR_147054		LINC01985	-	long intergenic non-protein coding RNA 1985	ncRNA
243.28	chr2	45651544	45652824	+	876	NA	exon (NM_005400, exon 1 of 15)	exon (NM_005400, exon 1 of 15)	509	NM_005400	5581	Hs.580351	NM_005400	ENSG00000171132	PRKCE	PKCE|nPKC-epsilon	protein kinase C epsilon	protein-coding
181.45	chr6	88298349	88300694	+	875	NA	Intergenic	Intergenic	-132172	NM_001370547	1268	Hs.75110	NM_016083	ENSG00000118432	CNR1	CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR	cannabinoid receptor 1	protein-coding
6.61	chr8	117712208	117714227	+	874	NA	Intergenic	Intergenic	192504	NM_001282986	90390	Hs.492612	NM_080651	ENSG00000164758	MED30	MED30S|THRAP6|TRAP25	mediator complex subunit 30	protein-coding
7.59	chr21	42719163	42720508	+	873	NA	intron (NM_001001578, intron 3 of 16)	intron (NM_001001578, intron 3 of 16)	60159	NR_135517	101928311	Hs.570404	NR_135517	ENSG00000283051	LINC01668	-	long intergenic non-protein coding RNA 1668	ncRNA
34.52	chr13	27668259	27669773	+	872	NA	Intergenic	AluSx|SINE|Alu	47124	NM_015972	51082	Hs.507584	NM_015972	ENSG00000186184	POLR1D	AC19|POLR1C|RPA16|RPA9|RPAC2|RPC16|RPO1-3|TCS2	RNA polymerase I and III subunit D	protein-coding
24.35	chr9	107188797	107190130	+	871	NA	Intergenic	Intergenic	-86475	NR_126029	340512	Hs.432529	NR_126029	ENSG00000230782	LOC340512	-	uncharacterized LOC340512	ncRNA
124.76	chr14	66801933	66802870	+	870	NA	intron (NM_001024218, intron 3 of 21)	L1MA2|LINE|L1	294994	NM_001024218	10243	Hs.208765	NM_020806	ENSG00000171723	GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC	gephyrin	protein-coding
51.58-2	chr3	157914528	157916020	+	869	NA	Intergenic	MLT1J|LTR|ERVL-MaLR	190889	NM_003030	6474	Hs.55967	NM_003030	ENSG00000168779	SHOX2	OG12|OG12X|SHOT	short stature homeobox 2	protein-coding
9.45	chr11	32424203	32427193	+	868	NA	intron (NR_160306, intron 3 of 9)	intron (NR_160306, intron 3 of 9)	5115	NM_001198552	7490	Hs.591980	NM_000378	ENSG00000184937	WT1	AWT1|GUD|NPHS4|WAGR|WIT-2|WT33	WT1 transcription factor	protein-coding
94.07	chr8	66651910	66654451	+	867	NA	intron (NM_025054, intron 1 of 2)	intron (NM_025054, intron 1 of 2)	14051	NM_025054	80124	Hs.632066	NM_025054	ENSG00000175073	VCPIP1	DUBA3|VCIP135	valosin containing protein interacting protein 1	protein-coding
91.77	chr2	209836950	209840520	+	866	NA	intron (NM_032504, intron 18 of 63)	AluSc8|SINE|Alu	66742	NM_032504	285175	Hs.396201	NM_032504	ENSG00000144406	UNC80	C2orf21|UNC-80	unc-80 homolog, NALCN channel complex subunit	protein-coding
633.95	chr9	128387330	128387551	+	865	NA	intron (NM_030914, intron 2 of 4)	intron (NM_030914, intron 2 of 4)	-5181	NR_039815	100616335		NR_039815	ENSG00000283335	MIR219B	MIR2964A|hsa-mir-219b|mir-219b	microRNA 219b	ncRNA
174.93	chr9	34482741	34483798	+	864	NA	intron (NM_001281428, intron 1 of 19)	LTR12C|LTR|ERV1	24464	NM_012144	27019	Hs.112667	NM_012144	ENSG00000122735	DNAI1	CILD1|DIC1|ICS1|PCD	dynein axonemal intermediate chain 1	protein-coding
34.83	chr20	44529604	44531562	+	863	NA	Intergenic	AluSp|SINE|Alu	-1198	NM_181805	11142	Hs.472831	NM_007066	ENSG00000168734	PKIG	PKI-gamma	cAMP-dependent protein kinase inhibitor gamma	protein-coding
6.57	chr3	57119450	57121523	+	862	NA	intron (NM_001318864, intron 2 of 13)	intron (NM_001318864, intron 2 of 13)	-41218	NM_001128615	50650	Hs.476402	NM_019555	ENSG00000163947	ARHGEF3	GEF3|STA3|XPLN	Rho guanine nucleotide exchange factor 3	protein-coding
114.39	chr11	106189195	106191082	+	861	NA	Intergenic	MER57-int|LTR|ERV1	-58022	NR_135099	105369473	Hs.524010	NR_135099	ENSG00000254580	LINC02719	-	long intergenic non-protein coding RNA 2719	ncRNA
312.85	chr5	134122370	134122951	+	860	NA	promoter-TSS (NM_001366502)	promoter-TSS (NM_001366502)	-958	NM_001366502	6932	Hs.573153	NM_003202	ENSG00000081059	TCF7	TCF-1	transcription factor 7	protein-coding
8.9	chr16	78822908	78824030	+	859	NA	intron (NM_001291997, intron 7 of 7)	intron (NM_001291997, intron 7 of 7)	723815	NM_016373	51741	Hs.461453	NM_016373	ENSG00000186153	WWOX	D16S432E|EIEE28|FOR|FRA16D|HHCMA56|PRO0128|SCAR12|SDR41C1|WOX1	WW domain containing oxidoreductase	protein-coding
267.59	chr17	48906527	48907701	+	858	NA	intron (NR_135674, intron 1 of 3)	AluY|SINE|Alu	-1293	NM_023079	65264	Hs.514297	NM_023079	ENSG00000159202	UBE2Z	HOYS7|USE1	ubiquitin conjugating enzyme E2 Z	protein-coding
42.24-2	chr1	46315057	46318710	+	857	NA	TTS (NM_006004)	TTS (NM_006004)	13185	NM_001297566	7388	Hs.481571	NM_006004	ENSG00000173660	UQCRH	QCR6|UQCR8	ubiquinol-cytochrome c reductase hinge protein	protein-coding
12.94	chrX	120834788	120841053	+	856	NA	Intergenic	Intergenic	38005	NM_001145718	643311	Hs.729566	NM_001145718	ENSG00000236446	CT47B1	CT47.13|CT47A13	cancer/testis antigen family 47 member B1	protein-coding
178.17	chr8	119953407	119953926	+	855	NA	intron (NM_022783, intron 3 of 8)	MER39B|LTR|ERV1	79944	NM_022783	64798	Hs.112981	NM_022783	ENSG00000155792	DEPTOR	DEP.6|DEPDC6	DEP domain containing MTOR interacting protein	protein-coding
37.24	chr3	9799559	9800721	+	854	NA	intron (NM_001198793, intron 2 of 11)	intron (NM_001198793, intron 2 of 11)	7058	NM_001198780	10093	Hs.323342	NM_005718	ENSG00000241553	ARPC4	ARC20|P20-ARC	actin related protein 2/3 complex subunit 4	protein-coding
38.4	chr8	70414535	70416316	+	853	NA	Intergenic	L2a|LINE|L2	-11208	NM_001321703	10499	Hs.446678	NM_006540	ENSG00000140396	NCOA2	GRIP1|KAT13C|NCoA-2|SRC2|TIF2|bHLHe75	nuclear receptor coactivator 2	protein-coding
217.56	chr21	43801708	43805740	+	852	NA	exon (NM_003683, exon 13 of 13)	exon (NM_003683, exon 13 of 13)	8843	NR_026961	284837	Hs.592159	NM_194310	ENSG00000215458	AATBC	-	apoptosis associated transcript in bladder cancer	ncRNA
19.17	chr2	103495224	103498974	+	851	NA	Intergenic	L1M8|LINE|L1	-512670	NR_135530	105373519		NR_135530	ENSG00000224095	LINC01935	-	long intergenic non-protein coding RNA 1935	ncRNA
202.92	chr4	189810483	189811048	+	850	NA	intron (NR_149039, intron 3 of 3)	CpG	-70750	NR_132380	105377617	Hs.662618	NR_132380	ENSG00000250666	LINC01596	-	long intergenic non-protein coding RNA 1596	ncRNA
97.09	chr14	87584665	87585208	+	849	NA	Intergenic	AluSx|SINE|Alu	70358	NR_146551	105370611	Hs.691123	NR_146551	ENSG00000258770	LINC02330	-	long intergenic non-protein coding RNA 2330	ncRNA
164.22	chr2	80540344	80540951	+	848	NA	intron (NM_001282599, intron 3 of 11)	intron (NM_001282599, intron 3 of 11)	227268	NM_001282599	1496	Hs.167368	NM_004389	ENSG00000066032	CTNNA2	CAP-R|CAPR|CDCBM9|CT114|CTNR	catenin alpha 2	protein-coding
9.92	chr4	98441470	98442040	+	847	NA	intron (NM_021159, intron 14 of 14)	FRAM|SINE|Alu	180371	NM_001100427	5910	Hs.132858	NM_021159	ENSG00000138698	RAP1GDS1	GDS1|SmgGDS	Rap1 GTPase-GDP dissociation stimulator 1	protein-coding
180.62	chr3	151988463	151988839	+	846	NA	Intergenic	Intergenic	-60476	NR_110203	101928142	Hs.680207	NR_110202		AADACL2-AS1	-	AADACL2 antisense RNA 1	ncRNA
85.9	chr13	29678877	29682222	+	845	NA	Intergenic	Intergenic	32856	NR_135320	102723345	Hs.121353	NR_135320		LOC102723345	-	uncharacterized LOC102723345	ncRNA
5.98-3	chr13	103336079	103337392	+	844	NA	Intergenic	MER5A1|DNA|hAT-Charlie	-88465	NR_126374	104326190	Hs.334381	NR_126374	ENSG00000234551	LINC01309	TCONS_l2_00007459	long intergenic non-protein coding RNA 1309	ncRNA
45.37	chr6	130482479	130484342	+	843	NA	Intergenic	MLT2F|LTR|ERVL	46293	NM_052913	114801	Hs.591341	NM_052913	ENSG00000164484	TMEM200A	KIAA1913|TTMA|TTMC	transmembrane protein 200A	protein-coding
62.14	chr3	184622351	184624201	+	842	NA	Intergenic	L1ME3G|LINE|L1	61491	NM_004443	2049	Hs.2913	NM_004443	ENSG00000182580	EPHB3	EK2|ETK2|HEK2|TYRO6	EPH receptor B3	protein-coding
287.66	chr15	82645590	82647257	+	841	NA	intron (NM_001365240, intron 1 of 12)	CpG	940	NM_001365242	64506	Hs.459132	NM_030594	ENSG00000214575	CPEB1	CPE-BP1|CPEB|CPEB-1|h-CPEB|hCPEB-1	cytoplasmic polyadenylation element binding protein 1	protein-coding
55.96	chr11	70604048	70604724	+	840	NA	intron (NM_133266, intron 2 of 10)	intron (NM_133266, intron 2 of 10)	-26708	NR_046567	100874198	Hs.656610	NR_046567	ENSG00000226627	SHANK2-AS1	-	SHANK2 antisense RNA 1	ncRNA
33.17	chr12	11425761	11426824	+	839	NA	Intergenic	HAL1|LINE|L1	-30725	NM_006248	653247	Hs.654486	NM_006248	ENSG00000121335	PRB2	IB-9|PRPPRB1|Ps|cP7	proline rich protein BstNI subfamily 2	protein-coding
33.97	chr7	104124554	104125476	+	838	NA	Intergenic	Intergenic	82998	NM_002553	5001	Hs.432948	NM_002553	ENSG00000164815	ORC5	ORC5L|ORC5P|ORC5T|PPP1R117	origin recognition complex subunit 5	protein-coding
148.85	chr13	66489233	66493763	+	837	NA	intron (NM_001318373, intron 3 of 3)	intron (NM_001318373, intron 3 of 3)	273248	NR_039853	100616205		NR_039853	ENSG00000263561	MIR4704	-	microRNA 4704	ncRNA
77.68	chr3	51637248	51637604	+	836	NA	exon (NM_001322256, exon 10 of 22)	exon (NM_001322256, exon 10 of 22)	-33749	NR_024012	51368	Hs.517864	NM_015926	ENSG00000164081	TEX264	ZSIG11	testis expressed 264, ER-phagy receptor	protein-coding
8.24	chr14	85313715	85314277	+	835	NA	Intergenic	L2a|LINE|L2	42064	NR_145983	26843		NR_145983		SNORD3P3	RNU3P3|U3|U3.5|u3.7	small nucleolar RNA, C/D box 3 pseudogene 3	snoRNA
5.99	chr2	43931295	43932641	+	834	NA	intron (NM_133259, intron 25 of 37)	intron (NM_133259, intron 25 of 37)	64021	NM_133259	10128	Hs.368084	NM_133259	ENSG00000138095	LRPPRC	CLONE-23970|GP130|LRP130|LSFC	leucine rich pentatricopeptide repeat containing	protein-coding
5.32	chr11	39027743	39028259	+	833	NA	Intergenic	Intergenic	379143	NR_120553	101928536	Hs.144776	NR_120553	ENSG00000254562	LINC01493	-	long intergenic non-protein coding RNA 1493	ncRNA
72.87-2	chr19	53630319	53631228	+	832	NA	Intergenic	Intergenic	-1283	NM_001012728	503834	Hs.579941	NM_001012728	ENSG00000204595	DPRX	-	divergent-paired related homeobox	protein-coding
293.94	chr22	48611410	48612341	+	831	NA	intron (NM_015381, intron 1 of 3)	intron (NM_015381, intron 1 of 3)	35535	NM_015381	25817	Hs.436854	NM_015381	ENSG00000219438	TAFA5	FAM19A5|QLLK5208|TAFA-5|UNQ5208	TAFA chemokine like family member 5	protein-coding
23.06	chr20	10460540	10461987	+	830	NA	intron (NM_001009608, intron 2 of 7)	intron (NM_001009608, intron 2 of 7)	25958	NM_001009608	128710	Hs.668782	NM_001009608	ENSG00000149346	SLX4IP	C20orf94|bA204H22.1|bA254M13.1|dJ1099D15.3	SLX4 interacting protein	protein-coding
21.41	chr2	123760872	123763549	+	829	NA	Intergenic	Intergenic	262964	NR_147976	107985820	Hs.637705	NR_147976		LOC107985820	-	uncharacterized LOC107985820	ncRNA
5.48	chr5	118745757	118746058	+	828	NA	Intergenic	Intergenic	149719	NR_104998	102467225	Hs.582523	NR_104998	ENSG00000249128	LINC02215	-	long intergenic non-protein coding RNA 2215	ncRNA
109.0	chr5	80268325	80269412	+	827	NA	Intergenic	Intergenic	-12820	NM_178276	256987	Hs.288232	NM_178276	ENSG00000164300	SERINC5	C5orf12|TPO1	serine incorporator 5	protein-coding
6.83	chrX	139633035	139635377	+	826	NA	intron (NM_001099855, intron 4 of 27)	intron (NM_001099855, intron 4 of 27)	8635	NM_001171879	4168	Hs.387262	NM_005369	ENSG00000101977	MCF2	ARHGEF21|DBL	MCF.2 cell line derived transforming sequence	protein-coding
