PeakID (cmd=annotatePeaks.pl /home/qukun/minghaofang/workspace/project/ecc/paper_data_final/03.analysis/cresil/MLOY4/ecc_pipe_result/cresil_result.analysis.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
11.57-2	chr2	17909878	17912384	+	1373	NA	Intergenic	Intergenic	85827	NM_026627	68231	Mm.23887	NM_026627	ENSMUSG00000062651	H2al2a	1700113O17Rik|H2A.Bbd|H2A.L.2|H2afb1|H2al2|TSEG-1|Tseg1	H2A histone family member L2A	protein-coding
6.81	chr10	39224182	39246404	+	1372	NA	Intergenic	L1VL2|LINE|L1	-71499	NM_001127376	327743	Mm.208111	NM_001127376	ENSMUSG00000062074	Ccn6	Gm735|WISP-3|Wisp3	cellular communication network factor 6	protein-coding
68.47	chr11	48379485	48383182	+	1371	NA	Intergenic	AT_rich|Low_complexity|Low_complexity	-419027	NM_008143	14694	Mm.5305	NM_008143	ENSMUSG00000020372	Rack1	AL033335|GB-like|Gnb2-rs1|Gnb2l1|p205	receptor for activated C kinase 1	protein-coding
7.27	chr17	67394002	67410851	+	1370	NA	Intergenic	Intergenic	-47935	NM_001357625	19274	Mm.311809	NM_008984	ENSMUSG00000033278	Ptprm	RPTPmu|mKIAA4044	protein tyrosine phosphatase, receptor type, M	protein-coding
76.88-2	chr8	31700483	31717832	+	1369	NA	Intergenic	B4A|SINE|B4	209686	NM_001364425	211323	Mm.153432	NM_178591	ENSMUSG00000062991	Nrg1	6030402G23Rik|ARIA|D230005F13Rik|GGF|GGFII|HRG|HRGalpha|Hgl|NDF|SMDF	neuregulin 1	protein-coding
67.02	chr15	58953866	58961275	+	1368	NA	intron (NM_001146180, intron 6 of 13)	intron (NM_001146180, intron 6 of 13)	23769	NM_023172	66218	Mm.322294	NM_023172	ENSMUSG00000022354	Ndufb9	1190008J14Rik|CI-B22	NADH:ubiquinone oxidoreductase subunit B9	protein-coding
50.42	chr10	18529167	18530293	+	1367	NA	intron (NM_173390, intron 6 of 6)	intron (NM_173390, intron 6 of 6)	16346	NM_019487	56016	Mm.35551	NM_019487	ENSMUSG00000019853	Hebp2	SOUL	heme binding protein 2	protein-coding
10.95	chr16	29459421	29480887	+	1366	NA	intron (NM_172613, intron 7 of 29)	intron (NM_172613, intron 7 of 29)	71329	NM_001164612	224079	Mm.54954	NM_172613	ENSMUSG00000038094	Atp13a4	4631413J11Rik|4832416L12|9330174J19Rik	ATPase type 13A4	protein-coding
9.75	chr13	36020912	36026534	+	1365	NA	intron (NM_201358, intron 2 of 2)	intron (NM_201358, intron 2 of 2)	55817	NM_029628	76487	Mm.44745	NM_029628	ENSMUSG00000050423	Ppp1r3g	1600032L17Rik	protein phosphatase 1, regulatory subunit 3G	protein-coding
9.96	chr5	37310193	37319544	+	1364	NA	intron (NM_021292, intron 11 of 20)	L1MEd|LINE|L1	22013	NM_021292	59056	Mm.479678	NM_021292	ENSMUSG00000029122	Evc	-	EvC ciliary complex subunit 1	protein-coding
15.5	chr2	4251353	4253559	+	1363	NA	intron (NM_172475, intron 1 of 22)	intron (NM_172475, intron 1 of 22)	99593	NM_172475	209630	Mm.37932	NM_172475	ENSMUSG00000026657	Frmd4a	2700017I06Rik|5330420J21|AI594879|C230040M21Rik|Frmd4|Gm13190|mKIAA1294	FERM domain containing 4A	protein-coding
14.78	chr11	51071531	51078810	+	1362	NA	Intergenic	Intergenic	-9917	NR_045865	619293	Mm.387061	NM_001033798	ENSMUSG00000072982	9230009I02Rik	-	RIKEN cDNA 9230009I02 gene	ncRNA
10.26	chr10	16934752	16952516	+	1361	NA	Intergenic	L1Md_T|LINE|L1	152148	NR_038020	100504235	Mm.84044	NR_038020	ENSMUSG00000101969	Gm20125	-	predicted gene, 20125	ncRNA
6.37-2	chr9	65469239	65470174	+	1360	NA	intron (NM_138584, intron 3 of 8)	RLTR11B|LTR|ERVK	7005	NM_001357813	27965	Mm.272475	NM_138584	ENSMUSG00000032388	Spg21	ACP33|BM-019|C78576|D9Wsu18e|GL010|MAST	SPG21, maspardin	protein-coding
5.14	chr9	76023226	76028300	+	1359	NA	intron (NM_173731, intron 1 of 8)	intron (NM_173731, intron 1 of 8)	10786	NM_173731	208982	Mm.82306	NM_173731	ENSMUSG00000007908	Hmgcll1	BC037381	3-hydroxymethyl-3-methylglutaryl-Coenzyme A lyase-like 1	protein-coding
10.04	chr15	77064594	77065540	+	1358	NA	Intergenic	B1_Mus1|SINE|Alu	-14399	NM_013593	17189	Mm.404074	NM_013593	ENSMUSG00000018893	Mb	AI325109	myoglobin	protein-coding
23.01	chr11	100321256	100325065	+	1357	NA	Intergenic	Intergenic	3211	NM_011508	20918	Mm.13886	NM_011508	ENSMUSG00000035530	Eif1	Sui1-rs1	eukaryotic translation initiation factor 1	protein-coding
14.96-2	chr1	133489369	133502150	+	1356	NA	Intergenic	Intergenic	-71547	NM_011439	20668	Mm.8575	NM_011439	ENSMUSG00000070643	Sox13	AA407916|AW259412|AW540933|Sox-13	SRY (sex determining region Y)-box 13	protein-coding
59.53	chr6	90512691	90512953	+	1355	NA	Intergenic	Intergenic	-37971	NM_001356412	107747	Mm.30035	NM_027406	ENSMUSG00000030088	Aldh1l1	1810048F20Rik|FDH|Fthfd|Neut2	aldehyde dehydrogenase 1 family, member L1	protein-coding
12.02-3	chr9	35519803	35522354	+	1354	NA	Intergenic	Intergenic	37392	NM_013932	30959	Mm.291723	NM_013932	ENSMUSG00000032101	Ddx25	AW047046|GRTH	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25	protein-coding
46.58	chr11	76289650	76301238	+	1353	NA	intron (NM_008750, intron 1 of 7)	Tigger7|DNA|TcMar-Tigger	51708	NM_183263	67390	Mm.24886	NM_183263	ENSMUSG00000038046	Mrm3	4833420N02Rik|AI255153|HC90|Rnmtl1	mitochondrial rRNA methyltransferase 3	protein-coding
21.45	chr5	148597620	148601184	+	1352	NA	Intergenic	B1_Mus1|SINE|Alu	-46614	NM_001359199	24109	Mm.21846	NM_011908	ENSMUSG00000001687	Ubl3	AW108023|HCG|MUB|mmMUB	ubiquitin-like 3	protein-coding
13.57-2	chr11	102696262	102709806	+	1351	NA	Intergenic	RSINE1|SINE|B4	-5309	NM_025918	52715	Mm.277638	NM_025918	ENSMUSG00000020925	Ccdc43	2610001E01Rik|D11Ertd707e	coiled-coil domain containing 43	protein-coding
41.59	chr3	138047479	138057168	+	1350	NA	intron (NR_037975, intron 3 of 3)	intron (NR_037975, intron 3 of 3)	-9919	NM_001370862	102634333	Mm.45669	NM_001370862	ENSMUSG00000090066	1110002E22Rik	100039528|AI415341|Gm2292	RIKEN cDNA 1110002E22 gene	protein-coding
7.91	chr12	43019896	43023356	+	1349	NA	intron (NR_148724, intron 3 of 5)	intron (NR_148724, intron 3 of 5)	12591	NR_148724	102636207		NR_148724		Gm33340	Gm40882	predicted gene, 33340	ncRNA
20.06-3	chr13	5395843	5408665	+	1348	NA	Intergenic	Lx9|LINE|L1	455838	NR_045891	71867	Mm.179181	NR_045891	ENSMUSG00000100625	1700016G22Rik	-	RIKEN cDNA 1700016G22 gene	ncRNA
24.0-2	chr1	38197028	38202011	+	1347	NA	intron (NM_001290814, intron 15 of 21)	intron (NM_001290814, intron 15 of 21)	67436	NR_151587	329123	Mm.207123	NR_151587	ENSMUSG00000102716	Gm5099	EG329123	predicted gene 5099	ncRNA
18.58-3	chr12	70698252	70710278	+	1346	NA	Intergenic	Intergenic	-121249	NM_028127	319710	Mm.2962	NM_028127	ENSMUSG00000048285	Frmd6	2610019M19Rik|4930488L10Rik|AW212977|Willin	FERM domain containing 6	protein-coding
18.96	chr6	82740319	82745824	+	1345	NA	intron (NM_013820, intron 6 of 17)	intron (NM_013820, intron 6 of 17)	31383	NM_013820	15277	Mm.255848	NM_013820	ENSMUSG00000000628	Hk2	AI642394|HKII	hexokinase 2	protein-coding
19.81-2	chr4	135313087	135313543	+	1344	NA	Intergenic	Intergenic	39831	NM_001369070	51796	Mm.1963	NM_016799	ENSMUSG00000028809	Srrm1	AA407769|POP101|Srm160	serine/arginine repetitive matrix 1	protein-coding
11.65	chr4	108996827	108997174	+	1343	NA	Intergenic	MLTR14|LTR|ERV1	-3655	NM_146150	230598	Mm.274950	NM_146150	ENSMUSG00000053510	Nrd1	2600011I06Rik|AI875733|NRD-C|Nrdc	nardilysin, N-arginine dibasic convertase, NRD convertase 1	protein-coding
19.89	chr9	53342848	53347093	+	1342	NA	intron (NM_176846, intron 3 of 5)	intron (NM_176846, intron 3 of 5)	-39053	NM_212445	68304	Mm.427519	NM_212445	ENSMUSG00000034487	Poglut3	2010004J24Rik|4833410J10Rik|AW549401|Kdelc2	protein O-glucosyltransferase 3	protein-coding
7.6	chr13	67075834	67083240	+	1341	NA	intron (NM_001012325, intron 1 of 3)	L1_Rod|LINE|L1	2008	NM_001012448	432769	Mm.458849	NM_001012325	ENSMUSG00000058883	Zfp708	Rslcan11	zinc finger protein 708	protein-coding
20.72-2	chr15	25496201	25503255	+	1340	NA	Intergenic	Intergenic	85536	NR_027376	432939	Mm.146555	NM_001013791		Gm5468	100040583|EG432939	predicted gene 5468	ncRNA
20.72-3	chr17	59792791	59793500	+	1340	NA	Intergenic	Intergenic	-779823	NM_001368393	67993	Mm.36507	NM_026497	ENSMUSG00000024228	Nudt12	0610016O18Rik	nudix (nucleoside diphosphate linked moiety X)-type motif 12	protein-coding
55.62	chr2	115710661	115723750	+	1339	NA	intron (NM_207264, intron 10 of 10)	intron (NM_207264, intron 10 of 10)	78480	NR_035476	100316703		NR_035476	ENSMUSG00000088606	Mir1951	mir-1951|mmu-mir-1951	microRNA 1951	ncRNA
10.48	chr1	79535978	79562235	+	1338	NA	Intergenic	Intergenic	-109080	NM_009129	20254	Mm.5038	NM_009129	ENSMUSG00000050711	Scg2	Chgc|SgII	secretogranin II	protein-coding
6.53	chr6	38777485	38794596	+	1337	NA	intron (NM_001294144, intron 2 of 14)	intron (NM_001294144, intron 2 of 14)	51271	NM_001136065	15258	Mm.23790	NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
84.6	chr16	18776755	18785365	+	1336	NA	intron (NM_001358206, intron 18 of 18)	intron (NM_001358206, intron 18 of 18)	4213	NM_013805	12741	Mm.22768	NM_013805	ENSMUSG00000041378	Cldn5	AI854493|MBEC1|Tmvcf	claudin 5	protein-coding
11.6	chr18	23823683	23834941	+	1335	NA	intron (NM_153058, intron 1 of 6)	intron (NM_153058, intron 1 of 6)	25342	NM_153058	212307	Mm.132237	NM_153058	ENSMUSG00000024277	Mapre2	AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1	microtubule-associated protein, RP/EB family, member 2	protein-coding
31.06	chr2	53616169	53618534	+	1334	NA	Intergenic	Intergenic	425267	NM_022989	65103	Mm.37623	NM_022989	ENSMUSG00000026960	Arl6ip6	2310057C01Rik|2610529A11Rik|Aip-6	ADP-ribosylation factor-like 6 interacting protein 6	protein-coding
33.96	chr1	42530282	42534199	+	1333	NA	Intergenic	Intergenic	162585	NR_027826	66297	Mm.45203	NM_183252	ENSMUSG00000060424	Pantr1	2610017I09Rik|Pou3f3os|linc-Brn1a	POU domain, class 3, transcription factor 3 adjacent noncoding transcript 1	ncRNA
18.87	chr13	34022249	34033211	+	1332	NA	exon (NM_001359997, exon 9 of 11)	exon (NM_001359997, exon 9 of 11)	-9911	NM_026512	68021	Mm.140243	NM_026512	ENSMUSG00000038286	Bphl	2010012D11Rik|5730533B08Rik|AI115341	biphenyl hydrolase-like (serine hydrolase, breast epithelial mucin-associated antigen)	protein-coding
15.84	chr6	49113737	49118015	+	1331	NA	intron (NM_023670, intron 6 of 14)	intron (NM_023670, intron 6 of 14)	42081	NM_029353	75593	Mm.439947	NM_029353	ENSMUSG00000029815	Malsu1	2410003K15Rik|Matsu1	mitochondrial assembly of ribosomal large subunit 1	protein-coding
44.88	chr7	119546135	119548145	+	1330	NA	Intergenic	RMER16-int|LTR|ERVK	-7200	NM_001177977	233799	Mm.268448	NM_146197	ENSMUSG00000030945	Acsm2	AI315615|BC031140	acyl-CoA synthetase medium-chain family member 2	protein-coding
57.4	chr5	125141552	125153596	+	1329	NA	intron (NM_011424, intron 1 of 46)	intron (NM_011424, intron 1 of 46)	31640	NM_011424	20602	Mm.278646	NM_011424	ENSMUSG00000029478	Ncor2	N-CoR|SMRT|SMRTe	nuclear receptor co-repressor 2	protein-coding
5.34-2	chr8	111707564	111719090	+	1328	NA	intron (NM_009954, intron 5 of 6)	intron (NM_009954, intron 5 of 6)	18809	NM_001198839	12927	Mm.3758	NM_009954	ENSMUSG00000031955	Bcar1	AI385681|Cas|Crkas	breast cancer anti-estrogen resistance 1	protein-coding
35.24	chr13	98911101	98915701	+	1327	NA	intron (NM_178716, intron 1 of 23)	intron (NM_178716, intron 1 of 23)	12983	NM_178716	238799	Mm.173286	NM_178716	ENSMUSG00000009470	Tnpo1	AU021749|D13Ertd688e|IPO2|Kpnb2|MIP|MIP1|TRN	transportin 1	protein-coding
13.44	chr8	80141982	80149019	+	1326	NA	Intergenic	Intergenic	-87492	NM_020259	15245	Mm.254493	NM_020259	ENSMUSG00000064325	Hhip	Hhip1	Hedgehog-interacting protein	protein-coding
49.02	chr8	106161535	106175225	+	1325	NA	promoter-TSS (NM_001357381)	promoter-TSS (NM_001357381)	-474	NR_151677	330836	Mm.46749	NM_178798	ENSMUSG00000031904	Slc7a6	AI643885|LAT-2|LAT3|y+LAT-2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 6	protein-coding
53.67	chr4	57380450	57383202	+	1324	NA	Intergenic	Intergenic	-17534	NR_038178	73349	Mm.393774	NR_038178		1700042G15Rik	-	RIKEN cDNA 1700042G15 gene	ncRNA
42.35	chr3	22192492	22196653	+	1323	NA	intron (NM_030732, intron 10 of 15)	intron (NM_030732, intron 10 of 15)	-56798	NR_004439	19784		NR_004439		Rprl2	RPRH3|Rmrp3	ribonuclease P RNA-like 2	ncRNA
20.93	chr19	58165580	58167710	+	1322	NA	Intergenic	Intergenic	115478	NR_049196	100885835		NR_049196	ENSMUSG00000093757	Mir5623	Gm26068|mir-5623|mmu-mir-5623	microRNA 5623	ncRNA
8.88-3	chrX	85823194	85837868	+	1321	NA	intron (NR_152196, intron 1 of 1)	Lx8|LINE|L1	3870	NR_152196	100041562	Mm.448008	NR_152196		Gm14762	-	predicted gene 14762	ncRNA
17.17-2	chr8	110084851	110087104	+	1320	NA	intron (NM_175480, intron 4 of 4)	intron (NM_175480, intron 4 of 4)	6243	NM_175480	234725	Mm.87487	NM_175480	ENSMUSG00000044676	Zfp612	B230354B21Rik	zinc finger protein 612	protein-coding
6.37	chr15	91076866	91078045	+	1319	NA	Intergenic	Intergenic	-27504	NM_001109042	16564	Mm.41379	NM_016705	ENSMUSG00000022629	Kif21a	-	kinesin family member 21A	protein-coding
8.24-2	chr1	160505203	160508231	+	1318	NA	intron (NM_013862, intron 13 of 20)	intron (NM_013862, intron 13 of 20)	72987	NM_001368668	620246		NM_001146330		Gpr52	EG620246	G protein-coupled receptor 52	protein-coding
4.66	chr7	118817358	118820309	+	1317	NA	intron (NM_027815, intron 26 of 30)	intron (NM_027815, intron 26 of 30)	36780	NM_001168220	66356	Mm.482278	NM_023197	ENSMUSG00000030980	Knop1	2310008H09Rik|Tsg118	lysine rich nucleolar protein 1	protein-coding
27.09	chr13	57567408	57582427	+	1316	NA	intron (NM_001166466, intron 5 of 11)	MLT1A0-int|LTR|ERVL-MaLR	333415	NM_009262	20745	Mm.379020	NM_009262	ENSMUSG00000056222	Spock1	Spock|Ticn1|testican	sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1	protein-coding
39.69	chr8	78357000	78366551	+	1315	NA	intron (NM_183096, intron 12 of 13)	intron (NM_183096, intron 12 of 13)	74872	NM_138944	18997	Mm.234261	NM_138944	ENSMUSG00000031688	Pou4f2	Brn-3.2|Brn-3b|Brn3b|Pou4f-rs1|mBrn3-3R	POU domain, class 4, transcription factor 2	protein-coding
9.63	chr7	55636403	55648105	+	1313	NA	Intergenic	Intergenic	-125930	NM_001310738	233274	Mm.44425	NM_178706	ENSMUSG00000051504	Siglech	6430529G09Rik|Siglec-H	sialic acid binding Ig-like lectin H	protein-coding
4.53	chr4	75846195	75856947	+	1312	NA	Intergenic	MLT1C|LTR|ERVL-MaLR	492672	NM_001368993	19266	Mm.184021	NM_011211	ENSMUSG00000028399	Ptprd	1110002J03Rik|3000002J10Rik|B230219D21Rik|R-PTP-delta	protein tyrosine phosphatase, receptor type, D	protein-coding
30.7	chr3	101336242	101339396	+	1311	NA	Intergenic	Intergenic	-39306	NM_207205	78908	Mm.257997	NM_207205	ENSMUSG00000042035	Igsf3	1700016K10Rik|2810035F16Rik|4833439O17Rik|mKIAA0466	immunoglobulin superfamily, member 3	protein-coding
10.12	chr11	84654995	84658102	+	1310	NA	Intergenic	L1ME3G|LINE|L1	63884	NR_046197	78471	Mm.47152	NR_046197	ENSMUSG00000085044	1700109G15Rik	-	RIKEN cDNA 1700109G15 gene	ncRNA
22.55	chr16	10043264	10058510	+	1309	NA	Intergenic	ORR1B1|LTR|ERVL-MaLR	-55074	NM_008170	14811	Mm.2953	NM_008170	ENSMUSG00000059003	Grin2a	GluN2A|GluRepsilon1|NMDAR2A|NR2A	glutamate receptor, ionotropic, NMDA2A (epsilon 1)	protein-coding
28.5	chr13	116183673	116185060	+	1308	NA	Intergenic	Intergenic	125322	NM_021459	16392	Mm.42242	NM_021459	ENSMUSG00000042258	Isl1	-	ISL1 transcription factor, LIM/homeodomain	protein-coding
12.85	chr7	32357729	32365342	+	1307	NA	Intergenic	RMER20C_Mm|LTR|ERVK	27353	NM_001310633	668381	Mm.350857	NM_001310633	ENSMUSG00000101520	Scgb1b12	Abpa12|EG668381|Gm9140	secretoglobin, family 1B, member 12	protein-coding
93.72	chr1	181163517	181169560	+	1306	NA	3' UTR (NM_030131, exon 5 of 5)	3' UTR (NM_030131, exon 5 of 5)	15607	NM_030131	98417	Mm.38229	NM_030131	ENSMUSG00000062169	Cnih4	AI647760|AW050376|CNIH-4|D530030D03Rik|E430023H19Rik|HSPC163	cornichon family AMPA receptor auxiliary protein 4	protein-coding
5.64	chr5	109231165	109259077	+	1305	NA	Intergenic	MusHAL1|LINE|L1	-20499	NM_001104625	231591	Mm.469882	NM_001104625	ENSMUSG00000091059	Vmn2r14	EG231591	vomeronasal 2, receptor 14	protein-coding
5.17	chr6	12266138	12269210	+	1304	NA	Intergenic	Intergenic	-158094	NR_003631	625347	Mm.389084	NM_001039041	ENSMUSG00000057223	Gm6578	EG625347	mitochondrial ribosomal protein L32 pseudogene	pseudo
22.79	chr9	22563716	22565010	+	1303	NA	intron (NM_001360258, intron 5 of 21)	intron (NM_001360258, intron 5 of 21)	88648	NM_178415	319845	Mm.176725	NM_178415	ENSMUSG00000035919	Bbs9	E130103I17Rik	Bardet-Biedl syndrome 9 (human)	protein-coding
3.55	chr11	7976119	7978208	+	1302	NA	Intergenic	Intergenic	687372	NM_001083587	319939	Mm.337820	NM_001083587	ENSMUSG00000020422	Tns3	BC023928|F830010I22Rik|TEM6|Tens1	tensin 3	protein-coding
38.22	chr7	36893477	36896457	+	1301	NA	Intergenic	Intergenic	196849	NM_172298	243931	Mm.44141	NM_172298	ENSMUSG00000021217	Tshz3	A630038G13Rik|Tsh3|Zfp537|mKIAA1474|teashirt3	teashirt zinc finger family member 3	protein-coding
148.49	chr7	81849626	81853147	+	1300	NA	Intergenic	HAL1ME|LINE|L1	-7615	NM_145375	107769	Mm.221412	NM_145375	ENSMUSG00000038623	Tm6sf1	AI428514|BC023123|C630016D09Rik	transmembrane 6 superfamily member 1	protein-coding
4.64	chr1	87673086	87675992	+	1299	NA	intron (NR_122078, intron 5 of 27)	intron (NR_122078, intron 5 of 27)	54227	NM_010566	16331	Mm.15105	NM_010566	ENSMUSG00000026288	Inpp5d	SHIP|SHIP-1|SHIP1|SIP-145|p150Ship|s-SHIP	inositol polyphosphate-5-phosphatase D	protein-coding
15.34	chrX	135246926	135248655	+	1298	NA	Intergenic	Intergenic	-37103	NM_025355	66104	Mm.336239	NM_025355	ENSMUSG00000031409	Tceal6	1500026B10Rik	transcription elongation factor A (SII)-like 6	protein-coding
19.09	chr6	96667531	96679000	+	1297	NA	Intergenic	Intergenic	387146	NM_177233	320701	Mm.131700	NM_177233	ENSMUSG00000046500	Tafa4	C130034I18Rik|Fam19a4|Fam19a4 Tafa-4|Tafa-4	TAFA chemokine like family member 4	protein-coding
12.07	chr19	35830125	35832023	+	1296	NA	Intergenic	RMER15|LTR|ERVL	93504	NR_152130	329056	Mm.238105	NR_152130	ENSMUSG00000094707	A830019P07Rik	-	RIKEN cDNA A830019P07 gene	ncRNA
14.39	chr2	65237062	65249857	+	1295	NA	Intergenic	ORR1B2-int|LTR|ERVL-MaLR	-4668	NM_177025	319876	Mm.34159	NM_027225	ENSMUSG00000034903	Cobll1	1810047P18Rik|Coblr1|D430044D16Rik	Cobl-like 1	protein-coding
5.44-2	chr9	13016976	13018160	+	1294	NA	Intergenic	L1_Mus3|LINE|L1	88287	NR_040755	78219	Mm.414868	NR_040755	ENSMUSG00000111830	4930568E12Rik	-	RIKEN cDNA 4930568E12 gene	ncRNA
13.15-2	chr3	66970773	66971143	+	1293	NA	TTS (NM_001302358)	TTS (NM_001302358)	7853	NM_001302358	20429	Mm.39093	NM_013665	ENSMUSG00000027833	Shox2	6330543G17Rik|OG12|Og12x|Prx3|SHOT	short stature homeobox 2	protein-coding
19.26-2	chr6	115976617	115994452	+	1292	NA	intron (NM_026376, intron 1 of 35)	intron (NM_026376, intron 1 of 35)	9471	NM_026376	67784	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding
27.39	chr4	78460827	78466445	+	1291	NA	Intergenic	L1Md_F3|LINE|L1	-130411	NR_131142	623726		NR_131142		A430085M09Rik	EG623726	RIKEN cDNA A430085M09 gene	ncRNA
7.21-3	chr7	82710608	82724059	+	1290	NA	intron (NM_175317, intron 15 of 19)	intron (NM_175317, intron 15 of 19)	38311	NR_046004	77800	Mm.444811	NR_046004	ENSMUSG00000086690	4933406J10Rik	A930009F24Rik	RIKEN cDNA 4933406J10 gene	ncRNA
5.66-2	chr4	52645403	52648785	+	1289	NA	Intergenic	Intergenic	39888	NM_001356293	68274	Mm.85045	NM_026652	ENSMUSG00000028314	Toporsl	4930547C10Rik	topoisomerase I binding, arginine/serine-rich like	protein-coding
30.11	chr9	65881798	65891338	+	1288	NA	intron (NM_019797, intron 3 of 15)	intron (NM_019797, intron 3 of 15)	-1395	NM_001170907	56404	Mm.208379	NM_019797	ENSMUSG00000032386	Trip4	4930558E03Rik|ASC-1|Asc1|BB191711	thyroid hormone receptor interactor 4	protein-coding
8.92	chr7	47608346	47610929	+	1287	NA	Intergenic	L1Md_T|LINE|L1	-8265	NM_153067	233222	Mm.240142	NM_153067	ENSMUSG00000078698	Mrgpra3	Mrga3	MAS-related GPR, member A3	protein-coding
32.82	chr5	145386973	145390591	+	1286	NA	intron (NM_001100180, intron 12 of 12)	intron (NM_001100180, intron 12 of 12)	43513	NM_001100180	622127	Mm.359379	NM_001100180	ENSMUSG00000070419	Cyp3a57	EG622127	cytochrome P450, family 3, subfamily a, polypeptide 57	protein-coding
13.86	chr8	90191504	90198761	+	1285	NA	Intergenic	B3|SINE|B2	153120	NM_172913	244579	Mm.302755	NM_172913	ENSMUSG00000043668	Tox3	500-9|BC052044|C230068E13|CAGF9|Tnrc9	TOX high mobility group box family member 3	protein-coding
10.19	chr7	80153692	80154811	+	1284	NA	Intergenic	Intergenic	-32590	NM_013659	20352	Mm.275909	NM_013659	ENSMUSG00000030539	Sema4b	SemC|Semac|mKIAA1745	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B	protein-coding
17.58	chr2	168614335	168617029	+	1283	NA	Intergenic	Intergenic	-14025	NR_111897	18019	Mm.116802	NM_010899	ENSMUSG00000027544	Nfatc2	AI607462|NF-ATc2|NF-ATp|NFAT1|NFAT1-D|Nfatp	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2	protein-coding
14.6	chr1	118644252	118650673	+	1282	NA	intron (NM_023755, intron 2 of 14)	RLTR34B_MM|LTR|ERVK	19517	NM_023755	81879	Mm.24621	NM_023755	ENSMUSG00000026380	Tfcp2l1	1810030F05Rik|4932442M07Rik|AA575098|Cp2l1|Crtr-1|D930018N21Rik|LBP-9|Tcfcp2l1	transcription factor CP2-like 1	protein-coding
45.87	chr9	118966220	118968523	+	1281	NA	intron (NM_133710, intron 1 of 7)	L2b|LINE|L2	40835	NM_133710	69274	Mm.439928	NM_133710	ENSMUSG00000047409	Ctdspl	2810418J22Rik|AI426263|HYA22|SCP3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein-coding
7.44	chr17	36407751	36409165	+	1280	NA	Intergenic	Intergenic	-40041	NM_201608	110696	Mm.303091	NM_201608	ENSMUSG00000058124	H2-M10.3	5.3H	histocompatibility 2, M region locus 10.3	protein-coding
27.52	chr4	143166355	143167776	+	1279	NA	intron (NM_001081355, intron 5 of 9)	intron (NM_001081355, intron 5 of 9)	-30903	NR_105988	102465618		NR_105988	ENSMUSG00000106597	Mir7021	mmu-mir-7021	microRNA 7021	ncRNA
16.38	chr4	52325087	52328258	+	1278	NA	Intergenic	Intergenic	112292	NR_045175	72648	Mm.391869	NR_045175	ENSMUSG00000085763	Smc2os	2700081L22Rik	structural maintenance of chromosomes 2, opposite strand	ncRNA
74.82	chr19	32307940	32318753	+	1277	NA	intron (NM_001362423, intron 2 of 9)	intron (NM_001362423, intron 2 of 9)	35970	NM_001168525	208449	Mm.329810	NM_144792	ENSMUSG00000040451	Sgms1	9530058O11Rik|AI841905|C80702|Mob|Sms1|Sor1|Tmem23	sphingomyelin synthase 1	protein-coding
163.73	chr4	138629240	138630314	+	1276	NA	Intergenic	Intergenic	-5785	NM_029401	75718	Mm.251530	NM_029401	ENSMUSG00000028753	Vwa5b1	4931403E03Rik	von Willebrand factor A domain containing 5B1	protein-coding
11.92	chr6	34232353	34243233	+	1275	NA	Intergenic	Intergenic	-60739	NM_021435	58246	Mm.245527	NM_021435	ENSMUSG00000018999	Slc35b4	4930474D06Rik|AB041549|AW494345	solute carrier family 35, member B4	protein-coding
45.89	chr4	107954133	107960778	+	1274	NA	intron (NR_131071, intron 2 of 2)	RLTR15|LTR|ERVK	3523	NR_131071	77223	Mm.401926	NR_131071	ENSMUSG00000086713	4930407G08Rik	-	RIKEN cDNA 4930407G08 gene	ncRNA
14.51	chr3	5258647	5266271	+	1273	NA	intron (NM_001368671, intron 3 of 10)	(CA)n|Simple_repeat|Simple_repeat	41263	NM_001368671	80892	Mm.41522	NM_030708	ENSMUSG00000025255	Zfhx4	A930021B15|C130041O22Rik|Zfh-4|Zfh4	zinc finger homeodomain 4	protein-coding
76.22	chr14	48893575	48895164	+	1272	NA	Intergenic	Intergenic	15496	NR_033783	66770	Mm.136954	NR_033783	ENSMUSG00000115008	4933429O19Rik	1700031B11Rik	RIKEN cDNA 4933429O19 gene	ncRNA
